,SETTLEMENTDATE,TOTALDEMAND,RRP,Tempreture
25123,2019-06-08 10:00:00,1251.75,92.44,9.9
25125,2019-06-08 11:00:00,1095.04,101.45,11.1
25127,2019-06-08 12:00:00,929.75,29.35,12.3
25129,2019-06-08 13:00:00,885.29,-13.29,13.2
25131,2019-06-08 14:00:00,868.95,25.51,13.7
25133,2019-06-08 15:00:00,973.06,87.56,13.8
25135,2019-06-08 16:00:00,1094.74,95.59,13.5
25137,2019-06-08 17:00:00,1314.27,101.04,12.9
25139,2019-06-08 18:00:00,1637.22,188.47,12.1
25141,2019-06-08 19:00:00,1718.2,132.9,11.3
25143,2019-06-08 20:00:00,1613.42,91.2,10.6
25145,2019-06-08 21:00:00,1573.36,85.06,10.0
25147,2019-06-08 22:00:00,1453.37,82.78,9.5
25149,2019-06-08 23:00:00,1364.44,80.65,9.3
25151,2019-06-09 00:00:00,1537.25,79.91,9.0
25153,2019-06-09 01:00:00,1408.72,66.66,10.9
25155,2019-06-09 02:00:00,1229.21,51.53,10.6
25157,2019-06-09 03:00:00,1120.15,26.26,10.2
25159,2019-06-09 04:00:00,1043.16,32.17,9.7
25161,2019-06-09 05:00:00,981.49,26.26,9.3
25163,2019-06-09 06:00:00,991.4,48.07,9.1
25165,2019-06-09 07:00:00,1021.21,51.14,9.2
25167,2019-06-09 08:00:00,1057.33,75.84,9.8
25169,2019-06-09 09:00:00,1123.39,92.38,10.8
25171,2019-06-09 10:00:00,1166.83,78.79,12.2
25173,2019-06-09 11:00:00,1177.68,80.88,13.7
25175,2019-06-09 12:00:00,1157.81,41.71,15.1
25177,2019-06-09 13:00:00,1218.75,60.74,16.3
25179,2019-06-09 14:00:00,1293.94,60.9,16.9
25181,2019-06-09 15:00:00,1263.77,72.08,17.1
25183,2019-06-09 16:00:00,1324.85,91.79,16.7
25185,2019-06-09 17:00:00,1368.64,93.36,15.9
25187,2019-06-09 18:00:00,1542.54,102.1,15.0
25189,2019-06-09 19:00:00,1506.43,84.04,14.0
25191,2019-06-09 20:00:00,1403.7,83.95,13.0
25193,2019-06-09 21:00:00,1349.15,81.48,12.3
25195,2019-06-09 22:00:00,1278.84,76.6,11.8
25197,2019-06-09 23:00:00,1155.46,66.79,11.4
25199,2019-06-10 00:00:00,1355.84,64.78,11.2
25201,2019-06-10 01:00:00,1245.41,-7.21,13.0
25203,2019-06-10 02:00:00,1100.99,16.8,12.6
25205,2019-06-10 03:00:00,995.53,4.1,12.1
25207,2019-06-10 04:00:00,912.31,1.41,11.5
25209,2019-06-10 05:00:00,880.64,-0.56,11.1
25211,2019-06-10 06:00:00,883.58,2.71,10.8
25213,2019-06-10 07:00:00,932.6,11.83,11.0
25215,2019-06-10 08:00:00,1006.0,19.98,11.6
25217,2019-06-10 09:00:00,1047.15,49.2,12.8
25219,2019-06-10 10:00:00,961.96,37.85,14.5
25221,2019-06-10 11:00:00,820.92,17.11,16.3
25223,2019-06-10 12:00:00,739.54,18.3,18.0
25225,2019-06-10 13:00:00,668.57,11.71,19.3
25227,2019-06-10 14:00:00,682.99,28.66,20.1
25229,2019-06-10 15:00:00,727.63,50.59,20.2
25231,2019-06-10 16:00:00,874.82,58.78,19.8
25233,2019-06-10 17:00:00,1153.62,83.67,18.9
25235,2019-06-10 18:00:00,1495.49,141.94,17.8
25237,2019-06-10 19:00:00,1683.85,105.78,16.6
25239,2019-06-10 20:00:00,1617.01,94.71,15.5
25241,2019-06-10 21:00:00,1546.88,92.61,14.6
25243,2019-06-10 22:00:00,1453.75,95.96,14.0
25245,2019-06-10 23:00:00,1312.33,72.86,13.6
25247,2019-06-11 00:00:00,1430.49,81.29,13.3
25249,2019-06-11 01:00:00,1338.83,75.76,13.3
25251,2019-06-11 02:00:00,1177.01,70.33,12.9
25253,2019-06-11 03:00:00,1084.75,41.21,12.4
25255,2019-06-11 04:00:00,1057.17,29.6,11.8
25257,2019-06-11 05:00:00,1019.78,48.28,11.3
25259,2019-06-11 06:00:00,1084.89,71.42,11.0
25261,2019-06-11 07:00:00,1275.87,161.74,11.2
25263,2019-06-11 08:00:00,1503.17,134.5,11.9
25265,2019-06-11 09:00:00,1494.3,80.37,13.1
25267,2019-06-11 10:00:00,1257.84,72.87,14.8
25269,2019-06-11 11:00:00,1072.27,59.57,16.6
25271,2019-06-11 12:00:00,962.22,38.62,18.3
25273,2019-06-11 13:00:00,916.61,-43.23,19.7
25275,2019-06-11 14:00:00,967.37,19.6,20.5
25277,2019-06-11 15:00:00,970.84,43.33,20.6
25279,2019-06-11 16:00:00,1041.23,65.24,20.2
25281,2019-06-11 17:00:00,1234.14,79.35,19.3
25283,2019-06-11 18:00:00,1471.31,123.32,18.1
25285,2019-06-11 19:00:00,1556.77,80.05,16.9
25287,2019-06-11 20:00:00,1496.52,70.51,15.8
25289,2019-06-11 21:00:00,1442.06,63.81,14.9
25291,2019-06-11 22:00:00,1316.22,53.46,14.3
25293,2019-06-11 23:00:00,1206.0,24.89,13.9
25295,2019-06-12 00:00:00,1296.36,65.88,13.6
25297,2019-06-12 01:00:00,1193.36,34.37,13.7
25299,2019-06-12 02:00:00,1048.8,38.67,13.3
25301,2019-06-12 03:00:00,1005.26,11.93,12.8
25303,2019-06-12 04:00:00,953.25,3.05,12.2
25305,2019-06-12 05:00:00,917.27,42.65,11.7
25307,2019-06-12 06:00:00,992.06,24.63,11.4
25309,2019-06-12 07:00:00,1153.56,78.37,11.6
25311,2019-06-12 08:00:00,1355.72,76.79,12.3
25313,2019-06-12 09:00:00,1461.47,76.85,13.5
25315,2019-06-12 10:00:00,1472.72,98.0,15.2
25317,2019-06-12 11:00:00,1400.92,92.21,17.1
25319,2019-06-12 12:00:00,1352.02,79.49,18.9
25321,2019-06-12 13:00:00,1256.78,74.05,20.3
25323,2019-06-12 14:00:00,1126.4,-102.77,21.1
25325,2019-06-12 15:00:00,1121.24,62.58,21.3
25327,2019-06-12 16:00:00,1173.37,63.6,20.8
25329,2019-06-12 17:00:00,1275.72,84.61,19.9
25331,2019-06-12 18:00:00,1614.65,186.35,18.7
25333,2019-06-12 19:00:00,1724.81,186.37,17.4
25335,2019-06-12 20:00:00,1649.31,100.86,16.3
25337,2019-06-12 21:00:00,1632.89,101.04,15.4
25339,2019-06-12 22:00:00,1476.56,99.25,14.8
25341,2019-06-12 23:00:00,1372.76,95.12,14.3
25343,2019-06-13 00:00:00,1463.36,96.09,14.0
25345,2019-06-13 01:00:00,1315.92,67.33,11.7
25347,2019-06-13 02:00:00,1158.45,40.12,11.3
25349,2019-06-13 03:00:00,1087.72,26.71,10.9
25351,2019-06-13 04:00:00,986.32,6.75,10.4
25353,2019-06-13 05:00:00,1012.39,28.58,9.9
25355,2019-06-13 06:00:00,1073.56,49.25,9.7
25357,2019-06-13 07:00:00,1246.46,88.97,9.8
25359,2019-06-13 08:00:00,1527.37,100.13,10.4
25361,2019-06-13 09:00:00,1636.11,99.27,11.5
25363,2019-06-13 10:00:00,1430.97,87.35,13.0
25365,2019-06-13 11:00:00,1285.97,73.31,14.6
25367,2019-06-13 12:00:00,1128.16,67.51,16.1
25369,2019-06-13 13:00:00,1086.58,53.75,17.3
25371,2019-06-13 14:00:00,1083.7,62.73,18.0
25373,2019-06-13 15:00:00,1149.02,71.45,18.1
25375,2019-06-13 16:00:00,1220.35,81.72,17.7
25377,2019-06-13 17:00:00,1375.78,98.62,16.9
25379,2019-06-13 18:00:00,1673.89,100.69,15.9
25381,2019-06-13 19:00:00,1859.99,103.44,14.8
25383,2019-06-13 20:00:00,1795.41,102.11,13.9
25385,2019-06-13 21:00:00,1738.29,101.0,13.1
25387,2019-06-13 22:00:00,1620.03,101.03,12.6
25389,2019-06-13 23:00:00,1475.48,98.56,12.2
25391,2019-06-14 00:00:00,1567.09,102.69,11.9
25393,2019-06-14 01:00:00,1379.8,79.32,12.4
25395,2019-06-14 02:00:00,1177.97,74.96,12.1
25397,2019-06-14 03:00:00,1062.28,48.67,11.6
25399,2019-06-14 04:00:00,1031.55,38.71,11.1
25401,2019-06-14 05:00:00,994.6,37.44,10.6
25403,2019-06-14 06:00:00,1066.33,66.12,10.3
25405,2019-06-14 07:00:00,1266.91,100.29,10.5
25407,2019-06-14 08:00:00,1501.25,103.65,11.1
25409,2019-06-14 09:00:00,1595.75,99.03,12.3
25411,2019-06-14 10:00:00,1466.95,100.83,13.8
25413,2019-06-14 11:00:00,1275.48,77.51,15.5
25415,2019-06-14 12:00:00,1163.41,61.65,17.1
25417,2019-06-14 13:00:00,1253.87,65.83,18.3
25419,2019-06-14 14:00:00,1078.61,61.24,19.1
25421,2019-06-14 15:00:00,1175.49,66.26,19.2
25423,2019-06-14 16:00:00,1251.0,81.89,18.8
25425,2019-06-14 17:00:00,1448.4,97.32,18.0
25427,2019-06-14 18:00:00,1690.55,102.97,16.9
25429,2019-06-14 19:00:00,1808.51,105.67,15.8
25431,2019-06-14 20:00:00,1770.8,101.0,14.7
25433,2019-06-14 21:00:00,1685.7,101.0,13.9
25435,2019-06-14 22:00:00,1602.58,101.0,13.4
25437,2019-06-14 23:00:00,1465.43,101.0,13.0
25439,2019-06-15 00:00:00,1606.29,108.71,12.7
25441,2019-06-15 01:00:00,1462.93,100.98,11.6
25443,2019-06-15 02:00:00,1291.46,99.63,11.3
25445,2019-06-15 03:00:00,1196.77,85.51,10.8
25447,2019-06-15 04:00:00,1132.28,77.7,10.3
25449,2019-06-15 05:00:00,1105.21,76.94,9.9
25451,2019-06-15 06:00:00,1109.48,85.12,9.7
25453,2019-06-15 07:00:00,1175.18,101.96,9.8
25455,2019-06-15 08:00:00,1274.57,111.84,10.4
25457,2019-06-15 09:00:00,1353.7,113.62,11.4
25459,2019-06-15 10:00:00,1311.3,100.95,12.9
25461,2019-06-15 11:00:00,1224.92,97.97,14.4
25463,2019-06-15 12:00:00,1121.29,85.45,15.9
25465,2019-06-15 13:00:00,1029.16,86.74,17.1
25467,2019-06-15 14:00:00,1084.72,80.2,17.8
25469,2019-06-15 15:00:00,1076.64,95.51,17.9
25471,2019-06-15 16:00:00,1225.36,101.0,17.5
25473,2019-06-15 17:00:00,1355.69,107.89,16.7
25475,2019-06-15 18:00:00,1618.37,194.83,15.7
25477,2019-06-15 19:00:00,1662.4,111.09,14.7
25479,2019-06-15 20:00:00,1603.55,104.5,13.8
25481,2019-06-15 21:00:00,1545.87,101.0,13.0
25483,2019-06-15 22:00:00,1480.63,92.4,12.5
25485,2019-06-15 23:00:00,1374.61,101.17,12.1
25487,2019-06-16 00:00:00,1533.03,113.78,11.9
25489,2019-06-16 01:00:00,1364.09,102.01,11.4
25491,2019-06-16 02:00:00,1200.78,86.09,11.1
25493,2019-06-16 03:00:00,1105.74,64.91,10.7
25495,2019-06-16 04:00:00,1012.91,62.82,10.2
25497,2019-06-16 05:00:00,996.91,59.37,9.8
25499,2019-06-16 06:00:00,991.91,53.78,9.5
25501,2019-06-16 07:00:00,1008.51,76.97,9.7
25503,2019-06-16 08:00:00,1068.08,97.29,10.2
25505,2019-06-16 09:00:00,1178.95,103.51,11.3
25507,2019-06-16 10:00:00,1095.07,101.69,12.7
25509,2019-06-16 11:00:00,946.02,99.14,14.2
25511,2019-06-16 12:00:00,824.23,90.88,15.7
25513,2019-06-16 13:00:00,802.44,81.21,16.8
25515,2019-06-16 14:00:00,827.29,83.17,17.5
25517,2019-06-16 15:00:00,866.69,98.9,17.6
25519,2019-06-16 16:00:00,1011.1,100.65,17.3
25521,2019-06-16 17:00:00,1239.22,141.53,16.5
25523,2019-06-16 18:00:00,1578.34,300.88,15.5
25525,2019-06-16 19:00:00,1798.56,153.95,14.5
25527,2019-06-16 20:00:00,1761.17,135.54,13.5
25529,2019-06-16 21:00:00,1712.36,109.83,12.8
25531,2019-06-16 22:00:00,1614.35,102.56,12.3
25533,2019-06-16 23:00:00,1444.44,100.7,12.0
25535,2019-06-17 00:00:00,1558.5,105.04,11.7
25537,2019-06-17 01:00:00,1424.61,100.96,9.3
25539,2019-06-17 02:00:00,1240.45,100.98,9.1
25541,2019-06-17 03:00:00,1178.38,79.82,8.7
25543,2019-06-17 04:00:00,1116.91,77.5,8.3
25545,2019-06-17 05:00:00,1090.09,77.34,8.0
25547,2019-06-17 06:00:00,1146.45,101.84,7.8
25549,2019-06-17 07:00:00,1403.09,174.38,7.9
25551,2019-06-17 08:00:00,1686.4,257.82,8.4
25553,2019-06-17 09:00:00,1721.99,89.13,9.2
25555,2019-06-17 10:00:00,1602.15,96.27,10.3
25557,2019-06-17 11:00:00,1395.71,97.54,11.6
25559,2019-06-17 12:00:00,1315.92,91.15,12.8
25561,2019-06-17 13:00:00,1211.59,73.75,13.7
25563,2019-06-17 14:00:00,1303.47,72.1,14.3
25565,2019-06-17 15:00:00,1410.72,72.38,14.4
25567,2019-06-17 16:00:00,1398.54,79.27,14.1
25569,2019-06-17 17:00:00,1561.98,97.03,13.4
25571,2019-06-17 18:00:00,1817.47,199.3,12.6
25573,2019-06-17 19:00:00,1935.4,101.26,11.8
25575,2019-06-17 20:00:00,1860.72,90.04,11.1
25577,2019-06-17 21:00:00,1719.46,88.55,10.5
25579,2019-06-17 22:00:00,1557.6,75.15,10.0
25581,2019-06-17 23:00:00,1422.53,64.85,9.8
25583,2019-06-18 00:00:00,1575.79,70.09,9.6
25585,2019-06-18 01:00:00,1435.04,61.55,10.4
25587,2019-06-18 02:00:00,1173.1,41.95,10.1
25589,2019-06-18 03:00:00,1129.2,19.74,9.7
25591,2019-06-18 04:00:00,1030.22,33.53,9.3
25593,2019-06-18 05:00:00,1044.92,28.59,8.9
25595,2019-06-18 06:00:00,1116.98,53.86,8.7
25597,2019-06-18 07:00:00,1303.36,93.53,8.8
25599,2019-06-18 08:00:00,1560.03,116.44,9.3
25601,2019-06-18 09:00:00,1632.74,106.52,10.3
25603,2019-06-18 10:00:00,1475.69,112.17,11.5
25605,2019-06-18 11:00:00,1262.02,97.64,12.9
25607,2019-06-18 12:00:00,1223.19,97.75,14.2
25609,2019-06-18 13:00:00,1207.5,91.75,15.3
25611,2019-06-18 14:00:00,1186.7,90.85,15.9
25613,2019-06-18 15:00:00,1243.94,99.35,16.0
25615,2019-06-18 16:00:00,1318.98,98.5,15.6
25617,2019-06-18 17:00:00,1576.49,114.91,14.9
25619,2019-06-18 18:00:00,1938.78,156.81,14.1
25621,2019-06-18 19:00:00,2193.77,153.47,13.1
25623,2019-06-18 20:00:00,2155.97,165.7,12.3
25625,2019-06-18 21:00:00,2091.19,123.05,11.6
25627,2019-06-18 22:00:00,1943.57,120.16,11.2
25629,2019-06-18 23:00:00,1711.69,115.0,10.9
25631,2019-06-19 00:00:00,1828.76,114.77,10.6
25633,2019-06-19 01:00:00,1662.88,115.03,8.0
25635,2019-06-19 02:00:00,1474.81,102.81,7.8
25637,2019-06-19 03:00:00,1391.63,99.83,7.5
25639,2019-06-19 04:00:00,1320.42,99.17,7.1
25641,2019-06-19 05:00:00,1284.45,100.68,6.8
25643,2019-06-19 06:00:00,1371.38,104.95,6.7
25645,2019-06-19 07:00:00,1625.23,199.21,6.8
25647,2019-06-19 08:00:00,1925.11,233.04,7.2
25649,2019-06-19 09:00:00,1995.37,293.68,7.9
25651,2019-06-19 10:00:00,1805.12,120.43,8.8
25653,2019-06-19 11:00:00,1604.77,120.04,9.9
25655,2019-06-19 12:00:00,1446.71,146.22,10.9
25657,2019-06-19 13:00:00,1386.68,115.79,11.7
25659,2019-06-19 14:00:00,1515.32,175.67,12.2
25661,2019-06-19 15:00:00,1460.51,147.95,12.3
25663,2019-06-19 16:00:00,1575.28,154.43,12.0
25665,2019-06-19 17:00:00,1790.39,208.66,11.5
25667,2019-06-19 18:00:00,2100.31,319.43,10.8
25669,2019-06-19 19:00:00,2292.15,332.16,10.1
25671,2019-06-19 20:00:00,2256.55,301.85,9.5
25673,2019-06-19 21:00:00,2163.55,137.89,9.0
25675,2019-06-19 22:00:00,2013.93,153.01,8.6
25677,2019-06-19 23:00:00,1755.86,133.29,8.4
25679,2019-06-20 00:00:00,1832.39,137.87,8.2
25681,2019-06-20 01:00:00,1686.39,122.51,8.3
25683,2019-06-20 02:00:00,1480.28,117.5,8.1
25685,2019-06-20 03:00:00,1398.96,116.95,7.8
25687,2019-06-20 04:00:00,1309.33,115.89,7.4
25689,2019-06-20 05:00:00,1276.3,112.41,7.1
25691,2019-06-20 06:00:00,1333.05,136.33,7.0
25693,2019-06-20 07:00:00,1513.11,212.03,7.0
25695,2019-06-20 08:00:00,1824.6,286.23,7.5
25697,2019-06-20 09:00:00,1904.39,158.95,8.2
25699,2019-06-20 10:00:00,1805.04,148.0,9.2
25701,2019-06-20 11:00:00,1720.02,152.98,10.3
25703,2019-06-20 12:00:00,1618.0,148.0,11.3
25705,2019-06-20 13:00:00,1573.08,145.33,12.2
25707,2019-06-20 14:00:00,1577.25,148.0,12.7
25709,2019-06-20 15:00:00,1635.73,144.38,12.7
25711,2019-06-20 16:00:00,1677.73,154.93,12.5
25713,2019-06-20 17:00:00,1808.73,150.09,11.9
25715,2019-06-20 18:00:00,2074.71,151.95,11.2
25717,2019-06-20 19:00:00,2188.73,145.16,10.5
25719,2019-06-20 20:00:00,2192.72,139.59,9.8
25721,2019-06-20 21:00:00,2116.15,143.9,9.3
25723,2019-06-20 22:00:00,1977.48,115.0,8.9
25725,2019-06-20 23:00:00,1790.26,117.32,8.7
25727,2019-06-21 00:00:00,1842.36,131.14,8.5
25729,2019-06-21 01:00:00,1675.68,123.9,8.8
25731,2019-06-21 02:00:00,1489.39,126.06,8.5
25733,2019-06-21 03:00:00,1384.53,109.96,8.2
25735,2019-06-21 04:00:00,1317.16,108.16,7.9
25737,2019-06-21 05:00:00,1282.06,111.15,7.5
25739,2019-06-21 06:00:00,1362.52,109.17,7.4
25741,2019-06-21 07:00:00,1569.07,121.2,7.5
25743,2019-06-21 08:00:00,1838.97,272.35,7.9
25745,2019-06-21 09:00:00,1952.68,115.03,8.7
25747,2019-06-21 10:00:00,1727.16,114.92,9.7
25749,2019-06-21 11:00:00,1521.45,115.0,10.9
25751,2019-06-21 12:00:00,1431.26,113.18,12.0
25753,2019-06-21 13:00:00,1399.24,109.96,12.9
25755,2019-06-21 14:00:00,1379.41,108.88,13.4
25757,2019-06-21 15:00:00,1461.45,114.37,13.5
25759,2019-06-21 16:00:00,1539.72,115.0,13.2
25761,2019-06-21 17:00:00,1734.61,115.05,12.6
25763,2019-06-21 18:00:00,1999.31,232.31,11.8
25765,2019-06-21 19:00:00,2156.05,117.51,11.1
25767,2019-06-21 20:00:00,2103.58,114.9,10.4
25769,2019-06-21 21:00:00,2047.69,116.46,9.8
25771,2019-06-21 22:00:00,1933.35,115.0,9.5
25773,2019-06-21 23:00:00,1731.44,115.0,9.2
25775,2019-06-22 00:00:00,1838.78,115.0,9.0
25777,2019-06-22 01:00:00,1646.41,115.0,7.4
25779,2019-06-22 02:00:00,1423.04,112.35,7.2
25781,2019-06-22 03:00:00,1310.68,88.65,6.9
25783,2019-06-22 04:00:00,1230.81,86.29,6.6
25785,2019-06-22 05:00:00,1208.27,77.58,6.3
25787,2019-06-22 06:00:00,1228.67,90.38,6.2
25789,2019-06-22 07:00:00,1308.81,78.98,6.2
25791,2019-06-22 08:00:00,1473.58,114.13,6.6
25793,2019-06-22 09:00:00,1640.15,116.09,7.3
25795,2019-06-22 10:00:00,1533.37,115.0,8.1
25797,2019-06-22 11:00:00,1302.13,113.81,9.1
25799,2019-06-22 12:00:00,1132.5,108.58,10.0
25801,2019-06-22 13:00:00,1054.93,79.75,10.7
25803,2019-06-22 14:00:00,1090.52,103.52,11.2
25805,2019-06-22 15:00:00,1143.49,106.29,11.2
25807,2019-06-22 16:00:00,1283.44,114.38,11.0
25809,2019-06-22 17:00:00,1515.34,115.2,10.5
25811,2019-06-22 18:00:00,1872.11,168.81,9.9
25813,2019-06-22 19:00:00,2039.51,116.46,9.2
25815,2019-06-22 20:00:00,1995.6,115.0,8.7
25817,2019-06-22 21:00:00,1973.08,141.13,8.2
25819,2019-06-22 22:00:00,1886.21,140.05,7.9
25821,2019-06-22 23:00:00,1752.84,115.5,7.7
25823,2019-06-23 00:00:00,1891.99,111.3,7.5
25825,2019-06-23 01:00:00,1691.56,116.15,6.0
25827,2019-06-23 02:00:00,1466.14,119.71,5.8
25829,2019-06-23 03:00:00,1356.34,106.46,5.6
25831,2019-06-23 04:00:00,1300.44,108.7,5.3
25833,2019-06-23 05:00:00,1265.35,97.42,5.1
25835,2019-06-23 06:00:00,1276.73,110.76,5.0
25837,2019-06-23 07:00:00,1333.9,114.5,5.1
25839,2019-06-23 08:00:00,1465.14,115.0,5.4
25841,2019-06-23 09:00:00,1604.97,102.83,5.9
25843,2019-06-23 10:00:00,1527.16,104.53,6.6
25845,2019-06-23 11:00:00,1317.3,114.17,7.4
25847,2019-06-23 12:00:00,1149.0,115.0,8.1
25849,2019-06-23 13:00:00,1061.53,108.2,8.7
25851,2019-06-23 14:00:00,1054.69,105.8,9.0
25853,2019-06-23 15:00:00,1059.51,100.27,9.1
25855,2019-06-23 16:00:00,1227.22,119.54,8.9
25857,2019-06-23 17:00:00,1535.56,122.91,8.5
25859,2019-06-23 18:00:00,1969.05,260.33,8.0
25861,2019-06-23 19:00:00,2175.15,133.29,7.5
25863,2019-06-23 20:00:00,2145.86,121.7,7.0
25865,2019-06-23 21:00:00,2054.28,117.12,6.7
25867,2019-06-23 22:00:00,1898.23,144.88,6.4
25869,2019-06-23 23:00:00,1654.1,123.98,6.2
25871,2019-06-24 00:00:00,1710.59,114.9,6.1
25873,2019-06-24 01:00:00,1554.01,95.35,5.1
25875,2019-06-24 02:00:00,1391.42,69.59,4.9
25877,2019-06-24 03:00:00,1355.76,71.13,4.8
25879,2019-06-24 04:00:00,1317.73,61.74,4.6
25881,2019-06-24 05:00:00,1276.87,56.47,4.4
25883,2019-06-24 06:00:00,1355.24,66.79,4.3
25885,2019-06-24 07:00:00,1624.14,107.03,4.3
25887,2019-06-24 08:00:00,1964.24,155.56,4.6
25889,2019-06-24 09:00:00,2035.7,113.05,5.0
25891,2019-06-24 10:00:00,1939.53,134.11,5.6
25893,2019-06-24 11:00:00,1886.74,111.12,6.3
25895,2019-06-24 12:00:00,1738.27,93.48,6.9
25897,2019-06-24 13:00:00,1649.22,85.47,7.4
25899,2019-06-24 14:00:00,1812.76,95.73,7.7
25901,2019-06-24 15:00:00,1846.06,110.05,7.7
25903,2019-06-24 16:00:00,1874.96,115.0,7.6
25905,2019-06-24 17:00:00,2111.25,121.75,7.2
25907,2019-06-24 18:00:00,2296.76,174.83,6.8
25909,2019-06-24 19:00:00,2395.06,115.0,6.4
25911,2019-06-24 20:00:00,2300.05,114.02,6.0
25913,2019-06-24 21:00:00,2162.17,104.35,5.7
25915,2019-06-24 22:00:00,1942.2,98.43,5.5
25917,2019-06-24 23:00:00,1702.98,102.43,5.3
25919,2019-06-25 00:00:00,1718.79,115.0,5.2
25921,2019-06-25 01:00:00,1544.73,95.02,10.1
25923,2019-06-25 02:00:00,1329.78,83.57,9.9
25925,2019-06-25 03:00:00,1250.66,76.85,9.5
25927,2019-06-25 04:00:00,1195.95,66.65,9.1
25929,2019-06-25 05:00:00,1199.62,98.86,8.7
25931,2019-06-25 06:00:00,1260.14,87.53,8.5
25933,2019-06-25 07:00:00,1509.57,114.0,8.6
25935,2019-06-25 08:00:00,1803.66,161.24,9.1
25937,2019-06-25 09:00:00,1875.61,116.75,10.0
25939,2019-06-25 10:00:00,1654.78,115.0,11.2
25941,2019-06-25 11:00:00,1405.01,115.0,12.5
25943,2019-06-25 12:00:00,1259.25,110.37,13.7
25945,2019-06-25 13:00:00,1198.81,105.3,14.7
25947,2019-06-25 14:00:00,1180.86,106.01,15.3
25949,2019-06-25 15:00:00,1230.66,102.1,15.4
25951,2019-06-25 16:00:00,1337.24,108.93,15.1
25953,2019-06-25 17:00:00,1598.1,127.97,14.4
25955,2019-06-25 18:00:00,1961.48,291.73,13.6
25957,2019-06-25 19:00:00,2200.23,146.2,12.7
25959,2019-06-25 20:00:00,2151.66,134.66,11.9
25961,2019-06-25 21:00:00,2097.98,118.26,11.3
25963,2019-06-25 22:00:00,1950.29,114.81,10.9
25965,2019-06-25 23:00:00,1719.81,113.33,10.6
25967,2019-06-26 00:00:00,1773.66,114.31,10.4
25969,2019-06-26 01:00:00,1548.28,105.78,10.5
25971,2019-06-26 02:00:00,1343.69,80.86,10.2
25973,2019-06-26 03:00:00,1251.64,67.72,9.8
25975,2019-06-26 04:00:00,1185.55,49.7,9.4
25977,2019-06-26 05:00:00,1173.5,45.8,9.0
25979,2019-06-26 06:00:00,1272.96,73.63,8.8
25981,2019-06-26 07:00:00,1477.11,94.69,8.9
25983,2019-06-26 08:00:00,1765.49,113.33,9.4
25985,2019-06-26 09:00:00,1793.1,107.64,10.4
25987,2019-06-26 10:00:00,1572.15,92.39,11.6
25989,2019-06-26 11:00:00,1330.27,77.5,12.9
25991,2019-06-26 12:00:00,1149.01,75.89,14.2
25993,2019-06-26 13:00:00,1075.41,78.3,15.2
25995,2019-06-26 14:00:00,1062.73,78.91,15.8
25997,2019-06-26 15:00:00,1115.28,78.4,15.9
25999,2019-06-26 16:00:00,1219.99,101.81,15.6
26001,2019-06-26 17:00:00,1457.75,115.0,14.9
26003,2019-06-26 18:00:00,1774.52,185.39,14.0
26005,2019-06-26 19:00:00,1952.2,146.47,13.1
26007,2019-06-26 20:00:00,1880.91,121.78,12.3
26009,2019-06-26 21:00:00,1784.85,114.89,11.7
26011,2019-06-26 22:00:00,1623.38,98.08,11.3
26013,2019-06-26 23:00:00,1433.22,77.84,11.0
26015,2019-06-27 00:00:00,1482.25,97.71,10.8
26017,2019-06-27 01:00:00,1306.07,73.64,14.5
26019,2019-06-27 02:00:00,1136.34,63.02,14.1
26021,2019-06-27 03:00:00,1085.16,44.55,13.5
26023,2019-06-27 04:00:00,1047.57,43.38,13.0
26025,2019-06-27 05:00:00,1011.23,45.03,12.5
26027,2019-06-27 06:00:00,1059.84,51.32,12.2
26029,2019-06-27 07:00:00,1229.96,98.41,12.3
26031,2019-06-27 08:00:00,1466.78,94.88,13.0
26033,2019-06-27 09:00:00,1435.69,-16.1,14.3
26035,2019-06-27 10:00:00,1227.35,-40.09,15.9
26037,2019-06-27 11:00:00,1054.53,43.45,17.8
26039,2019-06-27 12:00:00,942.44,-62.06,19.5
26041,2019-06-27 13:00:00,905.92,-43.85,20.9
26043,2019-06-27 14:00:00,923.6,-50.86,21.7
26045,2019-06-27 15:00:00,998.31,-24.61,21.9
26047,2019-06-27 16:00:00,1088.39,55.9,21.4
26049,2019-06-27 17:00:00,1250.47,85.0,20.4
26051,2019-06-27 18:00:00,1492.72,123.81,19.3
26053,2019-06-27 19:00:00,1607.43,86.15,18.1
26055,2019-06-27 20:00:00,1541.29,85.61,17.0
26057,2019-06-27 21:00:00,1511.45,77.6,16.1
26059,2019-06-27 22:00:00,1392.64,48.76,15.5
26061,2019-06-27 23:00:00,1327.82,-4.6,15.1
26063,2019-06-28 00:00:00,1408.19,38.73,14.8
26065,2019-06-28 01:00:00,1297.61,44.98,16.5
26067,2019-06-28 02:00:00,1070.35,49.41,16.1
26069,2019-06-28 03:00:00,1001.26,40.29,15.5
26071,2019-06-28 04:00:00,939.83,37.91,14.8
26073,2019-06-28 05:00:00,920.54,40.14,14.3
26075,2019-06-28 06:00:00,993.6,44.96,14.0
26077,2019-06-28 07:00:00,1124.07,77.49,14.1
26079,2019-06-28 08:00:00,1315.53,101.04,14.9
26081,2019-06-28 09:00:00,1352.36,76.56,16.3
26083,2019-06-28 10:00:00,1148.01,46.67,18.2
26085,2019-06-28 11:00:00,1014.23,36.44,20.3
