date,close,high,low,number_of_trades,open,volume
2021-04-07 12:52:00,56483.39,56513.81,56468.24,1788.0,56512.06,142.682
2021-04-07 12:53:00,56553.59,56577.77,56478.0,2591.0,56483.4,269.972
2021-04-07 12:54:00,56538.99,56589.09,56530.0,2955.0,56552.19,215.680
2021-04-07 12:55:00,56556.2,56578.37,56522.81,1911.0,56538.99,165.025
2021-04-07 12:56:00,56569.0,56624.9,56550.14,3261.0,56556.2,393.752
2021-04-07 12:57:00,56560.02,56610.0,56560.01,1942.0,56569.0,152.432
2021-04-07 12:58:00,56565.42,56567.8,56515.88,2170.0,56560.02,181.057
2021-04-07 12:59:00,56513.02,56589.99,56500.0,1852.0,56565.43,146.202
2021-04-07 13:00:00,56402.52,56513.01,56402.16,2899.0,56513.01,279.327
2021-04-07 13:01:00,56500.0,56516.28,56400.0,2764.0,56402.52,200.127
2021-04-07 13:02:00,56535.9,56565.45,56455.0,1672.0,56499.26,137.564
2021-04-07 13:03:00,56625.91,56660.41,56533.02,4023.0,56535.91,454.180
2021-04-07 13:04:00,56581.17,56628.45,56544.89,2164.0,56625.91,165.737
2021-04-07 13:05:00,56619.97,56619.97,56550.0,1626.0,56578.9,140.621
2021-04-07 13:06:00,56621.06,56627.79,56593.71,1680.0,56619.96,161.118
2021-04-07 13:07:00,56608.09,56647.97,56602.42,1670.0,56625.38,141.598
2021-04-07 13:08:00,56636.26,56647.97,56608.08,1634.0,56608.08,148.327
2021-04-07 13:09:00,56641.51,56662.15,56629.85,1967.0,56636.26,146.476
2021-04-07 13:10:00,56610.23,56666.0,56570.0,2321.0,56641.51,212.335
2021-04-07 13:11:00,56600.07,56630.82,56578.13,1505.0,56610.23,80.759
2021-04-07 13:12:00,56681.71,56683.0,56581.39,1816.0,56600.06,139.593
2021-04-07 13:13:00,56678.31,56720.49,56673.42,3066.0,56680.97,260.748
2021-04-07 13:14:00,56636.06,56698.79,56617.34,1750.0,56678.32,134.249
2021-04-07 13:15:00,56630.0,56718.72,56630.0,2127.0,56636.06,200.433
2021-04-07 13:16:00,56525.0,56634.82,56525.0,2756.0,56630.01,277.702
2021-04-07 13:17:00,56585.81,56608.4,56522.58,2010.0,56525.0,178.325
2021-04-07 13:18:00,56565.63,56611.01,56536.65,2097.0,56585.81,273.898
2021-04-07 13:19:00,56611.69,56644.81,56565.62,2163.0,56565.62,203.265
2021-04-07 13:20:00,56567.91,56611.7,56546.59,1623.0,56611.69,134.426
2021-04-07 13:21:00,56594.27,56624.99,56567.91,1464.0,56567.92,134.953
2021-04-07 13:22:00,56539.66,56607.78,56530.0,1412.0,56594.26,136.981
2021-04-07 13:23:00,56483.13,56557.63,56480.0,2011.0,56539.66,189.452
2021-04-07 13:24:00,56520.08,56546.5,56476.04,1677.0,56483.65,126.175
2021-04-07 13:25:00,56588.34,56623.36,56520.08,1788.0,56520.08,146.455
2021-04-07 13:26:00,56614.64,56623.36,56550.0,1353.0,56588.34,118.879
2021-04-07 13:27:00,56647.68,56657.31,56588.74,1739.0,56614.65,220.852
2021-04-07 13:28:00,56654.41,56706.72,56641.0,1760.0,56647.67,145.576
2021-04-07 13:29:00,56603.08,56659.99,56600.0,1404.0,56654.41,115.706
2021-04-07 13:30:00,56604.99,56632.57,56533.05,1693.0,56603.07,177.601
2021-04-07 13:31:00,56637.76,56644.11,56584.43,1374.0,56605.0,116.011
2021-04-07 13:32:00,56684.36,56684.36,56631.88,1200.0,56635.72,81.296
2021-04-07 13:33:00,56644.96,56714.7,56644.95,1903.0,56684.36,182.020
2021-04-07 13:34:00,56621.29,56655.04,56606.37,1292.0,56644.95,95.711
2021-04-07 13:35:00,56706.21,56725.48,56600.0,1847.0,56621.29,220.241
2021-04-07 13:36:00,56771.24,56813.91,56681.86,5328.0,56706.29,516.455
2021-04-07 13:37:00,56735.82,56793.0,56730.59,2743.0,56771.24,217.858
2021-04-07 13:38:00,56692.19,56752.97,56678.84,1892.0,56739.61,118.553
2021-04-07 13:39:00,56815.87,56826.87,56681.17,3454.0,56692.19,384.009
2021-04-07 13:40:00,56791.44,56815.99,56750.0,3104.0,56815.91,249.960
2021-04-07 13:41:00,56827.61,56864.21,56763.77,4035.0,56791.44,622.785
2021-04-07 13:42:00,56797.12,56830.0,56752.64,1808.0,56829.97,149.694
2021-04-07 13:43:00,56821.07,56866.1,56792.69,2034.0,56797.79,164.800
2021-04-07 13:44:00,56862.61,56863.79,56805.0,1304.0,56821.08,69.708
2021-04-07 13:45:00,56778.87,56870.65,56760.0,2848.0,56862.62,188.243
2021-04-07 13:46:00,56824.01,56844.32,56750.0,1726.0,56775.31,130.452
2021-04-07 13:47:00,56812.77,56842.76,56803.67,1758.0,56822.08,104.904
2021-04-07 13:48:00,56739.98,56825.95,56734.54,1732.0,56812.77,187.170
2021-04-07 13:49:00,56777.76,56783.23,56734.98,1233.0,56739.99,105.539
2021-04-07 13:50:00,56742.11,56782.3,56711.41,1620.0,56777.76,140.378
2021-04-07 13:51:00,56765.51,56769.56,56736.14,1211.0,56742.12,96.278
2021-04-07 13:52:00,56780.0,56793.94,56762.03,1025.0,56765.5,76.821
2021-04-07 13:53:00,56823.57,56839.96,56780.0,1586.0,56780.0,162.239
2021-04-07 13:54:00,56797.17,56829.15,56751.63,1275.0,56823.58,110.829
2021-04-07 13:55:00,56778.25,56800.37,56753.0,1070.0,56797.17,96.786
2021-04-07 13:56:00,56769.99,56790.0,56737.65,1236.0,56778.26,80.478
2021-04-07 13:57:00,56725.88,56770.0,56685.48,1979.0,56770.0,226.055
2021-04-07 13:58:00,56754.84,56784.74,56724.85,1203.0,56725.87,102.064
2021-04-07 13:59:00,56794.84,56812.58,56754.84,1148.0,56754.84,99.545
2021-04-07 14:00:00,56730.01,56794.85,56725.01,1316.0,56794.85,73.453
2021-04-07 14:01:00,56697.49,56737.33,56672.0,2038.0,56730.0,168.453
2021-04-07 14:02:00,56730.01,56755.72,56695.91,1457.0,56698.67,129.535
2021-04-07 14:03:00,56758.74,56769.69,56729.8,1049.0,56730.0,98.208
2021-04-07 14:04:00,56742.73,56819.59,56730.0,1592.0,56760.01,147.856
2021-04-07 14:05:00,56770.44,56776.74,56731.5,956.0,56743.14,49.897
2021-04-07 14:06:00,56735.69,56777.95,56705.73,1155.0,56770.45,84.761
2021-04-07 14:07:00,56742.49,56748.09,56696.05,1228.0,56735.69,93.050
2021-04-07 14:08:00,56697.37,56753.99,56674.86,1219.0,56742.49,101.741
2021-04-07 14:09:00,56697.37,56708.24,56646.5,1890.0,56697.31,151.573
2021-04-07 14:10:00,56689.59,56763.63,56683.78,1411.0,56699.27,139.850
2021-04-07 14:11:00,56771.49,56788.93,56687.1,1327.0,56689.59,131.455
2021-04-07 14:12:00,56846.25,56847.98,56741.55,1876.0,56772.15,142.905
2021-04-07 14:13:00,56795.38,56859.68,56795.37,2268.0,56847.16,185.552
2021-04-07 14:14:00,56834.58,56850.0,56786.23,1151.0,56795.37,86.448
2021-04-07 14:15:00,56891.92,56906.21,56834.57,2372.0,56834.57,194.538
2021-04-07 14:16:00,56896.88,56941.91,56867.51,3619.0,56891.92,267.230
2021-04-07 14:17:00,56857.37,56900.64,56824.36,1694.0,56896.88,173.779
2021-04-07 14:18:00,56895.08,56900.0,56849.65,1093.0,56850.4,96.870
2021-04-07 14:19:00,56850.81,56916.59,56843.55,1421.0,56895.48,107.726
2021-04-07 14:20:00,56813.27,56854.53,56783.78,1694.0,56848.91,174.901
2021-04-07 14:21:00,56836.86,56847.0,56800.0,1400.0,56813.26,119.320
2021-04-07 14:22:00,56814.99,56841.98,56777.56,1425.0,56836.86,204.493
2021-04-07 14:23:00,56787.0,56817.22,56776.47,1038.0,56814.99,87.986
2021-04-07 14:24:00,56750.0,56806.14,56731.14,1486.0,56787.01,111.074
2021-04-07 14:25:00,56799.02,56829.94,56731.16,1279.0,56750.61,92.868
2021-04-07 14:26:00,56737.6,56830.0,56723.36,1718.0,56799.01,203.809
2021-04-07 14:27:00,56802.32,56808.95,56730.38,1093.0,56740.39,97.226
2021-04-07 14:28:00,56875.27,56882.24,56802.31,1354.0,56802.31,120.301
2021-04-07 14:29:00,56887.57,56899.0,56868.0,1402.0,56875.28,161.032
2021-04-07 14:30:00,56870.02,56889.09,56808.0,2628.0,56888.0,412.604
2021-04-07 14:31:00,56944.83,56954.28,56857.43,2585.0,56870.01,322.522
2021-04-07 14:32:00,56936.81,56948.64,56878.34,1668.0,56944.83,133.819
2021-04-07 14:33:00,56956.0,56959.67,56882.21,1766.0,56936.78,170.052
2021-04-07 14:34:00,56901.1,56955.34,56900.0,1320.0,56955.34,76.190
2021-04-07 14:35:00,56905.48,56915.39,56877.77,1286.0,56901.4,130.110
2021-04-07 14:36:00,56872.12,56910.98,56870.0,902.0,56905.48,62.132
2021-04-07 14:37:00,56878.82,56896.14,56870.0,922.0,56872.11,52.724
2021-04-07 14:38:00,56862.64,56878.81,56850.0,966.0,56878.81,58.225
