,SETTLEMENTDATE,TOTALDEMAND,RRP,Tempreture,log_price
1,1/1/2018 1:00,1242.28,103.31,17.3,3.322903287
3,1/1/2018 2:00,1112.46,85.24,17,3.319156047
5,1/1/2018 3:00,1083.94,80.89,16.6,3.318249123
7,1/1/2018 4:00,1032.95,80.1,16.3,3.318084214
9,1/1/2018 5:00,1034.12,80.07,16.1,3.31807795
11,1/1/2018 6:00,1030.84,73.22,16.2,3.31664539
13,1/1/2018 7:00,996.8,79.88,16.7,3.318038279
15,1/1/2018 8:00,958.69,79.25,17.7,3.31790671
17,1/1/2018 9:00,927.36,78.61,18.9,3.317773012
19,1/1/2018 10:00,837.62,80.18,20.3,3.318100917
21,1/1/2018 11:00,786.71,83.37,21.6,3.318766406
23,1/1/2018 12:00,703.88,72,22.7,3.316389751
25,1/1/2018 13:00,653.15,73.8,23.6,3.31676687
27,1/1/2018 14:00,657.23,78.2,24.1,3.31768734
29,1/1/2018 15:00,720.46,69.45,24.3,3.315854938
31,1/1/2018 16:00,827.18,78.27,24.2,3.317701969
33,1/1/2018 17:00,976.22,73.26,23.6,3.316653769
35,1/1/2018 18:00,1107.76,67.88,22.7,3.315525333
37,1/1/2018 19:00,1179.61,70.03,21.6,3.31597664
39,1/1/2018 20:00,1241.27,77.99,20.4,3.317643453
41,1/1/2018 21:00,1266.99,76.64,19.3,3.317361215
43,1/1/2018 22:00,1238.4,72.1,18.5,3.316410711
45,1/1/2018 23:00,1149.34,63.64,18,3.314633937
47,1/2/2018 0:00,1342.3,63.47,17.6,3.314598159
49,1/2/2018 1:00,1206.39,60.85,16.8,3.314046383
51,1/2/2018 2:00,1120.13,58.33,16.5,3.313515004
53,1/2/2018 3:00,1084.9,61.52,16.2,3.314187553
55,1/2/2018 4:00,1048.75,61.59,15.8,3.314202299
57,1/2/2018 5:00,1049.06,73.86,15.6,3.316779435
59,1/2/2018 6:00,1077.91,76.61,15.8,3.317354941
61,1/2/2018 7:00,1096.98,84.64,16.3,3.319031067
63,1/2/2018 8:00,1128.73,80.3,17.2,3.318125969
65,1/2/2018 9:00,1111.81,86.01,18.4,3.319316386
67,1/2/2018 10:00,1065.14,71.8,19.7,3.316347829
69,1/2/2018 11:00,962.55,73.59,21,3.31672289
71,1/2/2018 12:00,927.48,77.3,22.1,3.317499221
73,1/2/2018 13:00,898.3,73.68,22.9,3.316741739
75,1/2/2018 14:00,853.85,66.33,23.4,3.315199681
77,1/2/2018 15:00,861.63,62.95,23.6,3.314488702
79,1/2/2018 16:00,946.15,66.62,23.5,3.315260628
81,1/2/2018 17:00,1061.74,64.81,22.9,3.314880095
83,1/2/2018 18:00,1184.53,62.57,22.1,3.314408697
85,1/2/2018 19:00,1279.48,72.9,21,3.316578352
87,1/2/2018 20:00,1271.37,74.68,19.8,3.31695112
89,1/2/2018 21:00,1269.04,68.47,18.8,3.315649226
91,1/2/2018 22:00,1225.68,60.84,18,3.314044275
93,1/2/2018 23:00,1184.06,62.58,17.5,3.314410802
95,1/3/2018 0:00,1374.92,69.22,17.1,3.315806667
97,1/3/2018 1:00,1257.56,57.62,17.5,3.313365173
99,1/3/2018 2:00,1114.33,49.07,17.2,3.311556795
101,1/3/2018 3:00,1126.2,52.59,16.8,3.312302209
103,1/3/2018 4:00,1091.4,57.12,16.4,3.313259627
105,1/3/2018 5:00,1066.21,59.5,16.3,3.313761796
107,1/3/2018 6:00,1156.22,66.95,16.4,3.315329971
109,1/3/2018 7:00,1202.76,74.46,16.9,3.316905065
111,1/3/2018 8:00,1186.04,75.02,17.9,3.317022287
113,1/3/2018 9:00,1173.28,78.55,19.1,3.317760476
115,1/3/2018 10:00,1111.81,80.67,20.5,3.318203205
117,1/3/2018 11:00,1015.16,82.44,21.8,3.318572497
119,1/3/2018 12:00,958.95,82.02,22.9,3.318484897
121,1/3/2018 13:00,935.97,77.27,23.8,3.317492949
123,1/3/2018 14:00,958.73,81.07,24.3,3.318286689
125,1/3/2018 15:00,985.34,77.46,24.6,3.317532671
127,1/3/2018 16:00,1043.71,73.39,24.4,3.316681
129,1/3/2018 17:00,1178.34,75.13,23.8,3.317045309
131,1/3/2018 18:00,1257.79,70.99,22.9,3.316178002
133,1/3/2018 19:00,1310.46,81.34,21.8,3.318343031
135,1/3/2018 20:00,1342.55,76.1,20.6,3.317248268
137,1/3/2018 21:00,1364.61,65.46,19.5,3.315016789
139,1/3/2018 22:00,1294.74,64.21,18.7,3.314753878
141,1/3/2018 23:00,1231.81,63.8,18.2,3.314667608
143,1/4/2018 0:00,1430.53,70.42,17.8,3.316058454
145,1/4/2018 1:00,1286.28,62.57,17.2,3.314408697
147,1/4/2018 2:00,1158.89,53.2,16.9,3.312431256
149,1/4/2018 3:00,1125.9,56.52,16.6,3.313132937
151,1/4/2018 4:00,1102.69,54.99,16.2,3.312809713
153,1/4/2018 5:00,1142.86,56.9,16,3.313213178
155,1/4/2018 6:00,1189.45,63.81,16.2,3.314669712
157,1/4/2018 7:00,1274.17,86.71,16.7,3.319462097
159,1/4/2018 8:00,1259.33,103.82,17.6,3.323008579
161,1/4/2018 9:00,1184.84,99.2,18.8,3.322053818
163,1/4/2018 10:00,1116.9,90.58,20.2,3.320266791
165,1/4/2018 11:00,1079.93,109.22,21.4,3.324121881
167,1/4/2018 12:00,1078.04,97.83,22.6,3.321770292
169,1/4/2018 13:00,1103.19,88.37,23.4,3.319807446
171,1/4/2018 14:00,1150.38,95.12,24,3.321208903
173,1/4/2018 15:00,1247.85,94.92,24.2,3.321167443
175,1/4/2018 16:00,1393.48,113.92,24,3.325088548
177,1/4/2018 17:00,1487.7,108.84,23.5,3.324043631
179,1/4/2018 18:00,1583.3,106.15,22.6,3.323489298
181,1/4/2018 19:00,1630.22,76.05,21.5,3.317237809
183,1/4/2018 20:00,1610.97,105,20.3,3.3232521
185,1/4/2018 21:00,1565.76,97.93,19.2,3.321790993
187,1/4/2018 22:00,1421.08,71.59,18.4,3.316303806
189,1/4/2018 23:00,1328.21,66.06,17.9,3.31514293
191,1/5/2018 0:00,1472.64,122.27,17.6,3.326800635
193,1/5/2018 1:00,1311.43,82.35,22.4,3.318553727
195,1/5/2018 2:00,1190.46,62.52,22,3.314398169
197,1/5/2018 3:00,1161,61.4,21.5,3.314162272
199,1/5/2018 4:00,1099.28,55.88,21.1,3.312997762
201,1/5/2018 5:00,1122.76,58.32,20.8,3.313512894
203,1/5/2018 6:00,1181.12,74.26,21,3.316863193
205,1/5/2018 7:00,1277.2,118.22,21.7,3.325971064
207,1/5/2018 8:00,1286.83,91.48,22.9,3.320453716
209,1/5/2018 9:00,1302.76,100.41,24.5,3.322304077
211,1/5/2018 10:00,1285.57,82.8,26.2,3.318647569
213,1/5/2018 11:00,1295.88,79.65,27.9,3.31799025
215,1/5/2018 12:00,1424.62,104.21,29.3,3.32308908
217,1/5/2018 13:00,1555.82,103.05,30.4,3.322849598
219,1/5/2018 14:00,1677.56,113.04,31.1,3.324907718
221,1/5/2018 15:00,1850.7,112.55,31.4,3.324806997
223,1/5/2018 16:00,1993.45,132.96,31.2,3.328982711
225,1/5/2018 17:00,2157.05,157.66,30.5,3.33398301
227,1/5/2018 18:00,2276.88,189.37,29.3,3.340319163
229,1/5/2018 19:00,2317.52,132.55,27.9,3.328899222
231,1/5/2018 20:00,2207.97,122.05,26.4,3.326755613
233,1/5/2018 21:00,2026.59,96.03,25,3.321397494
235,1/5/2018 22:00,1791.78,93.6,24,3.32089371
237,1/5/2018 23:00,1605.88,79.13,23.3,3.317881645
239,1/6/2018 0:00,1684.32,76.77,22.8,3.317388402
241,1/6/2018 1:00,1422.28,67.66,28.9,3.315479126
243,1/6/2018 2:00,1277.25,55.69,28.4,3.312957623
245,1/6/2018 3:00,1224.87,43.51,27.9,3.310376767
247,1/6/2018 4:00,1189.63,40.23,27.3,3.309679129
249,1/6/2018 5:00,1181.85,39.8,27,3.309587587
251,1/6/2018 6:00,1229.95,39.88,27.2,3.30960462
253,1/6/2018 7:00,1298.58,53.98,28,3.31259621
255,1/6/2018 8:00,1389.15,63.84,29.6,3.314676025
257,1/6/2018 9:00,1528.96,74.54,31.6,3.316921813
259,1/6/2018 10:00,1648.72,89.39,33.8,3.320019512
261,1/6/2018 11:00,1802.03,67.16,36,3.315374093
263,1/6/2018 12:00,1863.05,75.82,37.9,3.317189692
265,1/6/2018 13:00,1951.56,90.46,39.3,3.320241862
267,1/6/2018 14:00,1909.94,90.34,40.2,3.320216931
269,1/6/2018 15:00,1919.04,100.16,40.6,3.322252383
271,1/6/2018 16:00,2040.33,112.85,40.3,3.324868666
273,1/6/2018 17:00,2055.89,98.52,39.4,3.321913113
275,1/6/2018 18:00,2087.79,93.53,37.9,3.320879189
277,1/6/2018 19:00,1995.2,98.75,36,3.321960709
279,1/6/2018 20:00,1800.82,91.38,34.1,3.320432951
281,1/6/2018 21:00,1646.29,87.93,32.3,3.319715934
283,1/6/2018 22:00,1445.96,69.69,31,3.315905301
285,1/6/2018 23:00,1315.29,70.27,30.1,3.316026989
287,1/7/2018 0:00,1483.08,92.35,29.5,3.320634333
289,1/7/2018 1:00,1267.78,77.53,20.1,3.317547304
291,1/7/2018 2:00,1122.58,56.66,19.8,3.313162502
293,1/7/2018 3:00,1110.67,55.25,19.4,3.312864657
295,1/7/2018 4:00,1051.83,55.4,19,3.312896352
297,1/7/2018 5:00,1047.33,52.74,18.7,3.312333945
299,1/7/2018 6:00,1059.46,54.17,18.9,3.312636382
301,1/7/2018 7:00,1057.27,55.15,19.5,3.312843525
303,1/7/2018 8:00,1029.76,69.7,20.6,3.3159074
305,1/7/2018 9:00,1044.2,93.82,22,3.320939344
307,1/7/2018 10:00,977.68,83.8,23.5,3.318856034
309,1/7/2018 11:00,850.66,96.48,25,3.321490724
311,1/7/2018 12:00,854.44,98.35,26.3,3.321877929
313,1/7/2018 13:00,862.62,88.35,27.3,3.319803287
315,1/7/2018 14:00,1088.97,96.76,28,3.321548723
317,1/7/2018 15:00,1179.05,110.6,28.2,3.324405934
319,1/7/2018 16:00,1326.76,107.99,28,3.323868546
321,1/7/2018 17:00,1385.67,130.51,27.4,3.328483577
323,1/7/2018 18:00,1408.22,102.42,26.3,3.322719479
325,1/7/2018 19:00,1436.74,111.49,25,3.324589029
327,1/7/2018 20:00,1398.24,94.77,23.7,3.321136346
329,1/7/2018 21:00,1320.14,86.26,22.5,3.319368431
331,1/7/2018 22:00,1257.17,72.51,21.5,3.316496635
333,1/7/2018 23:00,1168.53,94.16,20.9,3.32100986
335,1/8/2018 0:00,1367.69,107.25,20.5,3.323716063
337,1/8/2018 1:00,1226.28,123.69,18.4,3.327091122
339,1/8/2018 2:00,1115.16,64.98,18.1,3.31491585
341,1/8/2018 3:00,1079.58,65.24,17.7,3.314970528
343,1/8/2018 4:00,1075.4,65.06,17.3,3.314932675
345,1/8/2018 5:00,1150.05,109.54,17.1,3.324187765
347,1/8/2018 6:00,1220.54,121.53,17.3,3.326649177
349,1/8/2018 7:00,1291.56,119.53,17.8,3.326239568
351,1/8/2018 8:00,1253.35,96.55,18.8,3.321505224
353,1/8/2018 9:00,1229.21,91.81,20.1,3.320522235
355,1/8/2018 10:00,1147.11,101.27,21.5,3.32248186
357,1/8/2018 11:00,1150.22,112.99,22.8,3.324897442
359,1/8/2018 12:00,1130.85,106.55,24,3.323571772
361,1/8/2018 13:00,1167.17,109.68,24.9,3.324216586
363,1/8/2018 14:00,1188.34,102.82,25.5,3.322802099
365,1/8/2018 15:00,1218.27,100.93,25.7,3.322411583
367,1/8/2018 16:00,1282.42,103.02,25.6,3.322843403
369,1/8/2018 17:00,1346.52,102.19,25,3.322671966
371,1/8/2018 18:00,1417.55,91.94,24,3.320549224
373,1/8/2018 19:00,1411.09,88.92,22.9,3.319921808
375,1/8/2018 20:00,1407.85,89.94,21.6,3.320133818
377,1/8/2018 21:00,1388.65,89.65,20.5,3.320073551
379,1/8/2018 22:00,1246.53,85.67,19.7,3.319245594
381,1/8/2018 23:00,1199.29,86.26,19.1,3.319368431
383,1/9/2018 0:00,1385.67,89.07,18.7,3.319952992
385,1/9/2018 1:00,1198.13,84.47,17.6,3.318995649
387,1/9/2018 2:00,1110.64,81.89,17.3,3.318457779
389,1/9/2018 3:00,1079.61,73.98,17,3.316804564
391,1/9/2018 4:00,1066.24,61.7,16.6,3.314225471
393,1/9/2018 5:00,1077.21,61.57,16.4,3.314198086
395,1/9/2018 6:00,1144.09,60.57,16.6,3.313987373
397,1/9/2018 7:00,1209.25,81.29,17.1,3.318332598
399,1/9/2018 8:00,1209.63,84.29,18,3.318958145
401,1/9/2018 9:00,1143.97,76.84,19.2,3.31740304
403,1/9/2018 10:00,1084.39,79.22,20.6,3.317900444
405,1/9/2018 11:00,1008.4,92.8,21.9,3.320727727
407,1/9/2018 12:00,947.9,90.97,23,3.320347802
409,1/9/2018 13:00,933.09,88.17,23.9,3.319765852
411,1/9/2018 14:00,945.42,66.89,24.5,3.315317364
413,1/9/2018 15:00,955.7,72.5,24.7,3.316494539
415,1/9/2018 16:00,1059.97,81.53,24.5,3.318382675
417,1/9/2018 17:00,1147.99,112.92,23.9,3.324883054
419,1/9/2018 18:00,1244.28,96.06,23,3.32140371
421,1/9/2018 19:00,1336.07,74.17,21.9,3.316844349
423,1/9/2018 20:00,1375.47,70.31,20.7,3.31603538
425,1/9/2018 21:00,1396.26,82.55,19.7,3.318595437
427,1/9/2018 22:00,1313.69,66.59,18.9,3.315254324
429,1/9/2018 23:00,1257.88,66.02,18.3,3.315134521
431,1/10/2018 0:00,1413.46,78.18,18,3.317683161
433,1/10/2018 1:00,1234.83,57.69,18.5,3.313379947
435,1/10/2018 2:00,1087.08,49.37,18.2,3.311620374
437,1/10/2018 3:00,1056.17,49.03,17.8,3.311548317
439,1/10/2018 4:00,1048.8,47.6,17.4,3.311245121
441,1/10/2018 5:00,1049.19,47.06,17.2,3.311130572
443,1/10/2018 6:00,1163.66,54.79,17.4,3.312767443
445,1/10/2018 7:00,1333.67,84.42,17.9,3.318985232
447,1/10/2018 8:00,1346.38,74.58,18.9,3.316930187
449,1/10/2018 9:00,1325.3,88.15,20.1,3.319761693
451,1/10/2018 10:00,1341.1,92.44,21.6,3.320653014
453,1/10/2018 11:00,1314.56,99.49,22.9,3.32211381
455,1/10/2018 12:00,1306.42,101.55,24.1,3.322539727
457,1/10/2018 13:00,1345.74,91.78,25,3.320516006
459,1/10/2018 14:00,1242.55,88.3,25.6,3.319792888
461,1/10/2018 15:00,1319.96,97.51,25.8,3.32170404
463,1/10/2018 16:00,1336.41,82.57,25.7,3.318599608
465,1/10/2018 17:00,1423.06,90.23,25.1,3.320194077
467,1/10/2018 18:00,1488.76,102.57,24.1,3.322750463
469,1/10/2018 19:00,1551.09,111.44,23,3.324578745
471,1/10/2018 20:00,1536.09,102.83,21.7,3.322804164
473,1/10/2018 21:00,1517.5,81.77,20.6,3.318432746
475,1/10/2018 22:00,1406.21,64.2,19.8,3.314751774
477,1/10/2018 23:00,1309.73,68.35,19.2,3.315624031
479,1/11/2018 0:00,1476.62,91.97,18.8,3.320555452
481,1/11/2018 1:00,1300.17,63.13,22.5,3.314526594
483,1/11/2018 2:00,1207.78,65.4,22.1,3.315004173
485,1/11/2018 3:00,1177.12,57,21.7,3.313234292
487,1/11/2018 4:00,1139.21,55.05,21.2,3.312822393
489,1/11/2018 5:00,1166.19,53.72,21,3.312541232
491,1/11/2018 6:00,1253.43,62.62,21.1,3.314419225
493,1/11/2018 7:00,1315.54,71.17,21.8,3.316215747
495,1/11/2018 8:00,1388.39,69.42,23,3.315848642
497,1/11/2018 9:00,1454.04,76.46,24.5,3.317323569
499,1/11/2018 10:00,1440.67,87.07,26.3,3.319537015
501,1/11/2018 11:00,1384.35,82.89,27.9,3.318666335
503,1/11/2018 12:00,1469.5,96.6,29.4,3.321515581
505,1/11/2018 13:00,1689.69,97.49,30.5,3.321699899
507,1/11/2018 14:00,1848.24,110.1,31.2,3.324303037
509,1/11/2018 15:00,2121.52,106.53,31.5,3.323567648
511,1/11/2018 16:00,2222.62,184.26,31.2,3.339304333
513,1/11/2018 17:00,2189.18,124.73,30.5,3.32730375
515,1/11/2018 18:00,2150.19,117.07,29.4,3.325735218
517,1/11/2018 19:00,2026.64,113.05,28,3.324909774
519,1/11/2018 20:00,1933.36,108.31,26.5,3.323934469
521,1/11/2018 21:00,1834.09,109.41,25.1,3.324161001
523,1/11/2018 22:00,1694.85,108.44,24.1,3.323961247
525,1/11/2018 23:00,1514.95,103.26,23.4,3.322892962
527,1/12/2018 0:00,1620.34,118.99,23,3.326128907
529,1/12/2018 1:00,1411.19,88.47,20.8,3.319828241
531,1/12/2018 2:00,1263.8,105.44,20.5,3.32334287
533,1/12/2018 3:00,1182.1,93.04,20.1,3.320777528
535,1/12/2018 4:00,1123.16,82.31,19.6,3.318545385
537,1/12/2018 5:00,1156.74,76.7,19.4,3.317373763
539,1/12/2018 6:00,1243.26,64.95,19.5,3.31490954
541,1/12/2018 7:00,1394.05,78.85,20.2,3.317823154
543,1/12/2018 8:00,1485.65,78.39,21.2,3.317727044
545,1/12/2018 9:00,1534.42,83.62,22.7,3.318818517
547,1/12/2018 10:00,1540.79,89.05,24.3,3.319948835
549,1/12/2018 11:00,1528.04,100.59,25.8,3.322341294
551,1/12/2018 12:00,1504.08,89.47,27.1,3.32003614
553,1/12/2018 13:00,1354.73,95.35,28.2,3.321256576
555,1/12/2018 14:00,1359.5,104.31,28.8,3.323109719
557,1/12/2018 15:00,1383.23,99.25,29.1,3.322064162
559,1/12/2018 16:00,1291.84,101.09,28.9,3.322444656
561,1/12/2018 17:00,1238.94,92.78,28.2,3.320723576
563,1/12/2018 18:00,1137.24,88.09,27.1,3.319749214
565,1/12/2018 19:00,1189.57,97.85,25.8,3.321774432
567,1/12/2018 20:00,1250.67,97.52,24.4,3.321706111
569,1/12/2018 21:00,1228.81,98.14,23.2,3.321834463
571,1/12/2018 22:00,1197.4,104.87,22.3,3.323225278
573,1/12/2018 23:00,1136.6,90.25,21.6,3.320198232
575,1/13/2018 0:00,1294.7,100.45,21.2,3.322312348
577,1/13/2018 1:00,1150.67,86.24,17.7,3.319364268
579,1/13/2018 2:00,980.34,87.44,17.4,3.319614001
581,1/13/2018 3:00,971.95,72.46,17,3.316486157
583,1/13/2018 4:00,935.6,60.99,16.7,3.314075885
585,1/13/2018 5:00,939.53,56.09,16.5,3.313042121
587,1/13/2018 6:00,1010.18,69.17,16.6,3.315796173
589,1/13/2018 7:00,1063.03,134.62,17.1,3.329320574
591,1/13/2018 8:00,1024.91,71.2,18,3.316222037
593,1/13/2018 9:00,1036.88,79.77,19.2,3.318015309
595,1/13/2018 10:00,1007.14,80.54,20.6,3.31817607
597,1/13/2018 11:00,911.98,85.95,21.9,3.319303894
599,1/13/2018 12:00,793.88,71.69,23,3.31632477
601,1/13/2018 13:00,756.73,66.65,23.9,3.315266932
603,1/13/2018 14:00,710.1,50.77,24.4,3.311916956
605,1/13/2018 15:00,677.41,53.17,24.6,3.31242491
607,1/13/2018 16:00,746.96,56.47,24.5,3.313122378
609,1/13/2018 17:00,839.48,57.56,23.9,3.313352508
611,1/13/2018 18:00,958.5,64.5,23,3.314814887
613,1/13/2018 19:00,1072.69,56.38,21.9,3.313103371
615,1/13/2018 20:00,1104.41,70.26,20.7,3.316024891
617,1/13/2018 21:00,1142.68,98.35,19.7,3.321877929
619,1/13/2018 22:00,1067.19,74.49,18.9,3.316911346
621,1/13/2018 23:00,1027.11,70.56,18.3,3.31608782
623,1/14/2018 0:00,1220.02,124.77,18,3.327311926
625,1/14/2018 1:00,1042.1,75.92,17.6,3.317210613
627,1/14/2018 2:00,964.94,67.77,17.3,3.31550223
629,1/14/2018 3:00,936.4,69.68,17,3.315903203
631,1/14/2018 4:00,934.58,74.86,16.6,3.316988798
633,1/14/2018 5:00,945.67,64.84,16.4,3.314886405
635,1/14/2018 6:00,964.42,65.69,16.6,3.315065147
637,1/14/2018 7:00,993.01,78.13,17.1,3.317672712
639,1/14/2018 8:00,931.13,51.81,18,3.312137142
641,1/14/2018 9:00,931.82,-254.51,19.2,3.241917365
643,1/14/2018 10:00,880.05,-81.65,20.5,3.282927846
645,1/14/2018 11:00,734.71,-89.31,21.8,3.281190231
647,1/14/2018 12:00,723.69,13.76,22.9,3.30400771
649,1/14/2018 13:00,705.44,46.64,23.8,3.311041458
651,1/14/2018 14:00,697.78,56.79,24.4,3.313189952
653,1/14/2018 15:00,738.91,60.27,24.6,3.313924139
655,1/14/2018 16:00,828.91,62.45,24.4,3.314383429
657,1/14/2018 17:00,925.37,63.21,23.9,3.314543434
659,1/14/2018 18:00,1037.05,120.84,23,3.326507906
661,1/14/2018 19:00,1135.78,90.19,21.8,3.320185766
663,1/14/2018 20:00,1180.11,89.33,20.7,3.32000704
665,1/14/2018 21:00,1213.84,95.01,19.6,3.3211861
667,1/14/2018 22:00,1179.9,76.37,18.8,3.317304745
669,1/14/2018 23:00,1150.66,72.25,18.3,3.316442148
671,1/15/2018 0:00,1316.22,113.02,18,3.324903608
673,1/15/2018 1:00,1193.8,68.87,20.2,3.315733202
675,1/15/2018 2:00,1102.23,64.08,19.9,3.314726526
677,1/15/2018 3:00,1074.3,74.71,19.5,3.3169574
679,1/15/2018 4:00,1055.89,85.17,19.1,3.319141468
681,1/15/2018 5:00,1053.53,101.15,18.9,3.322457058
683,1/15/2018 6:00,1162.92,123.02,19,3.326954085
685,1/15/2018 7:00,1231.72,111.1,19.6,3.324508806
687,1/15/2018 8:00,1214.04,81.71,20.6,3.318420228
689,1/15/2018 9:00,1166.44,83.03,22,3.318695525
691,1/15/2018 10:00,1070.5,76.5,23.5,3.317331935
693,1/15/2018 11:00,1017.17,81.86,25,3.318451521
695,1/15/2018 12:00,1037.01,93.16,26.3,3.320802427
697,1/15/2018 13:00,1088.43,98.88,27.3,3.321987609
699,1/15/2018 14:00,1123.21,90.79,27.9,3.320310414
701,1/15/2018 15:00,1180.2,78.34,28.2,3.317716596
703,1/15/2018 16:00,1272.64,82.15,28,3.318512013
705,1/15/2018 17:00,1343.87,82.15,27.3,3.318512013
707,1/15/2018 18:00,1426.27,85.43,26.3,3.319195617
709,1/15/2018 19:00,1461.62,88.09,25.1,3.319749214
711,1/15/2018 20:00,1404.43,86.49,23.7,3.319416308
713,1/15/2018 21:00,1369.01,70.5,22.5,3.316075235
715,1/15/2018 22:00,1267.75,67.19,21.6,3.315380395
717,1/15/2018 23:00,1186.86,72.12,21,3.316414903
719,1/16/2018 0:00,1359.93,85.73,20.6,3.319258088
721,1/16/2018 1:00,1191.83,69.23,21,3.315808766
723,1/16/2018 2:00,1099.34,57.46,20.6,3.313331401
725,1/16/2018 3:00,1057.59,51.9,20.2,3.312156191
727,1/16/2018 4:00,1032.14,59.08,19.8,3.31367322
729,1/16/2018 5:00,1041.16,63.83,19.6,3.314673921
731,1/16/2018 6:00,1135.28,78.17,19.7,3.317681071
733,1/16/2018 7:00,1271.57,96.04,20.3,3.321399566
735,1/16/2018 8:00,1282.08,87.69,21.4,3.319666011
737,1/16/2018 9:00,1260.69,82.69,22.8,3.318624632
739,1/16/2018 10:00,1242.23,90.34,24.4,3.320216931
741,1/16/2018 11:00,1235.56,94.44,25.9,3.321067924
743,1/16/2018 12:00,1272.57,110.89,27.3,3.324465602
745,1/16/2018 13:00,1327.82,108.52,28.3,3.323977725
747,1/16/2018 14:00,1381.69,114.7,29,3.325248765
749,1/16/2018 15:00,1431.23,110.6,29.2,3.324405934
751,1/16/2018 16:00,1521.26,111.32,29,3.324554062
753,1/16/2018 17:00,1682.38,126.58,28.3,3.327681725
755,1/16/2018 18:00,1813.09,122.26,27.3,3.326798589
757,1/16/2018 19:00,1860.38,114.22,26,3.325150177
759,1/16/2018 20:00,1770.53,102.77,24.6,3.322791772
761,1/16/2018 21:00,1676.33,92.91,23.4,3.320750553
763,1/16/2018 22:00,1498.01,83.42,22.4,3.318776829
765,1/16/2018 23:00,1344.83,84.64,21.8,3.319031067
767,1/17/2018 0:00,1512.33,117.78,21.4,3.325880843
769,1/17/2018 1:00,1276.25,95.51,23.4,3.321289738
771,1/17/2018 2:00,1201.77,78.69,23,3.317789727
773,1/17/2018 3:00,1180.08,82.11,22.5,3.31850367
775,1/17/2018 4:00,1154.96,77.69,22.1,3.31758075
777,1/17/2018 5:00,1179.4,76.02,21.8,3.317231533
779,1/17/2018 6:00,1274.69,91.02,21.9,3.320358187
781,1/17/2018 7:00,1380.76,128.12,22.6,3.327996113
783,1/17/2018 8:00,1438.76,130.1,23.8,3.328399992
785,1/17/2018 9:00,1466.09,112.54,25.4,3.324804941
787,1/17/2018 10:00,1496.67,134.68,27.1,3.329332781
789,1/17/2018 11:00,1545.78,131.01,28.8,3.328585488
791,1/17/2018 12:00,1689.19,144.04,30.3,3.331232883
793,1/17/2018 13:00,1797.08,181.62,31.5,3.338779106
795,1/17/2018 14:00,1957.63,135.74,32.2,3.329548382
797,1/17/2018 15:00,2064.41,128.88,32.5,3.328151182
799,1/17/2018 16:00,2211.01,133.24,32.3,3.329039718
801,1/17/2018 17:00,2356.58,148.4,31.5,3.332115144
803,1/17/2018 18:00,2464.03,195.19,30.4,3.341472116
805,1/17/2018 19:00,2498.54,135.72,28.9,3.329544315
807,1/17/2018 20:00,2368.43,112.33,27.4,3.324761767
809,1/17/2018 21:00,2209.73,98.62,26,3.321933807
811,1/17/2018 22:00,2019.57,124.09,24.9,3.327172914
813,1/17/2018 23:00,1748.1,97.24,24.2,3.321648132
815,1/18/2018 0:00,1787.89,94.73,23.8,3.321128053
817,1/18/2018 1:00,1545.58,68.97,28.7,3.315754193
819,1/18/2018 2:00,1426.08,70.42,28.2,3.316058454
821,1/18/2018 3:00,1396.78,63.7,27.7,3.314646564
823,1/18/2018 4:00,1376.6,59.62,27.1,3.3137871
825,1/18/2018 5:00,1365.64,61.55,26.8,3.314193872
827,1/18/2018 6:00,1423.83,57.55,26.9,3.313350398
829,1/18/2018 7:00,1526.54,61.13,27.7,3.314105385
831,1/18/2018 8:00,1653.25,84.77,29.2,3.319058149
833,1/18/2018 9:00,1719.08,127.76,31.1,3.32792264
835,1/18/2018 10:00,1783.47,90.98,33.3,3.320349879
837,1/18/2018 11:00,1909.58,100.44,35.4,3.32231028
839,1/18/2018 12:00,2073.01,122.15,37.2,3.326776078
841,1/18/2018 13:00,2208.27,122.27,38.6,3.326800635
843,1/18/2018 14:00,2318.63,218.71,39.5,3.346100541
845,1/18/2018 15:00,2451.78,2134.46,39.9,3.616418795
847,1/18/2018 16:00,2523.3,2196,39.6,3.62283548
849,1/18/2018 17:00,2680.02,14166.5,38.7,4.208616007
851,1/18/2018 18:00,2781.45,5693.03,37.3,3.886097426
853,1/18/2018 19:00,2835.06,281.51,35.5,3.358222377
855,1/18/2018 20:00,2792.01,363.52,33.6,3.373559282
857,1/18/2018 21:00,2542.7,243.02,31.9,3.350833146
859,1/18/2018 22:00,2266.96,157.34,30.6,3.333918596
861,1/18/2018 23:00,2034.86,138.89,29.8,3.33018845
863,1/19/2018 0:00,2060.68,130.6,29.2,3.328501923
865,1/19/2018 1:00,1761.57,84.85,27.8,3.319074814
867,1/19/2018 2:00,1602.14,68.74,27.3,3.315705912
869,1/19/2018 3:00,1536.31,66.14,26.7,3.315159746
871,1/19/2018 4:00,1443.31,70.1,26.2,3.315991325
873,1/19/2018 5:00,1459.99,74.52,25.9,3.316917626
875,1/19/2018 6:00,1546.52,80.37,26,3.318140582
877,1/19/2018 7:00,1691.29,74.56,26.8,3.316926
879,1/19/2018 8:00,1906.51,95.98,28.2,3.321387134
881,1/19/2018 9:00,2047.35,123.8,30.1,3.327113616
