,SETTLEMENTDATE,TOTALDEMAND,RRP,Tempreture,log_price
5207,4/19/2018 12:00,1118.66,80.17,26.1,3.318098829
5209,4/19/2018 13:00,1161.22,89.13,27.7,3.319965466
5211,4/19/2018 14:00,1208.98,111.67,28.6,3.32462605
5213,4/19/2018 15:00,1314.78,99.85,28.9,3.322188273
5215,4/19/2018 16:00,1447.62,149.07,28.4,3.332250562
5217,4/19/2018 17:00,1551.62,187.26,27.4,3.339900411
5219,4/19/2018 18:00,1636.73,89.39,26,3.320019512
5221,4/19/2018 19:00,1682.92,189.46,24.4,3.340337015
5223,4/19/2018 20:00,1573.94,96.68,22.9,3.321532153
5225,4/19/2018 21:00,1454.39,100.43,21.6,3.322308213
5227,4/19/2018 22:00,1388.01,83.78,20.6,3.318851865
5229,4/19/2018 23:00,1307.09,81.52,19.9,3.318380588
5231,4/20/2018 0:00,1452.63,89.93,19.5,3.32013174
5233,4/20/2018 1:00,1298.73,77.27,21.8,3.317492949
5235,4/20/2018 2:00,1148.41,76.22,21.3,3.31727337
5237,4/20/2018 3:00,1078.21,66.58,20.6,3.315252222
5239,4/20/2018 4:00,1050.23,63.25,19.8,3.314551854
5241,4/20/2018 5:00,1028.79,56.4,19.2,3.313107595
5243,4/20/2018 6:00,1082.49,75.52,19,3.317126923
5245,4/20/2018 7:00,1161.8,96.3,19.4,3.321453434
5247,4/20/2018 8:00,1242.73,90.73,20.6,3.320297951
5249,4/20/2018 9:00,1293.75,142.23,22.4,3.330866097
5251,4/20/2018 10:00,1268.5,124.55,24.7,3.327266956
5253,4/20/2018 11:00,1260.31,120.98,27.2,3.326536573
5255,4/20/2018 12:00,1277.93,123.78,29.5,3.327109527
5257,4/20/2018 13:00,1257.22,126.61,31.3,3.327687852
5259,4/20/2018 14:00,1354.07,121.66,32.3,3.326675789
5261,4/20/2018 15:00,1396.7,102.86,32.6,3.32281036
5263,4/20/2018 16:00,1477.41,136.1,32.2,3.32962158
5265,4/20/2018 17:00,1561.21,129.94,31,3.32836737
5267,4/20/2018 18:00,1631.67,139.03,29.4,3.330216876
5269,4/20/2018 19:00,1671.38,112.13,27.6,3.324720645
5271,4/20/2018 20:00,1524.98,96.65,25.8,3.321525938
5273,4/20/2018 21:00,1473.39,90.87,24.3,3.320327031
5275,4/20/2018 22:00,1374.28,73.12,23.2,3.316624441
5277,4/20/2018 23:00,1304.51,70.83,22.5,3.316144448
5279,4/21/2018 0:00,1521.22,74.78,22,3.316972053
5281,4/21/2018 1:00,1321.69,60.59,20.5,3.313991588
5283,4/21/2018 2:00,1118.44,71.23,20,3.316228328
5285,4/21/2018 3:00,1054.33,60.76,19.4,3.314027416
5287,4/21/2018 4:00,1074.4,66.14,18.7,3.315159746
5289,4/21/2018 5:00,1048.22,52.26,18.1,3.312232381
5291,4/21/2018 6:00,1058.28,61.6,17.9,3.314204406
5293,4/21/2018 7:00,1114.12,87.88,18.3,3.319705534
5295,4/21/2018 8:00,1175.84,95.92,19.4,3.321374702
5297,4/21/2018 9:00,1133.79,93.83,21.1,3.320941418
5299,4/21/2018 10:00,1099.23,80.77,23.3,3.318224078
5301,4/21/2018 11:00,1038.71,71.06,25.6,3.316192681
5303,4/21/2018 12:00,1023.27,74.49,27.8,3.316911346
5305,4/21/2018 13:00,1049.41,74.05,29.5,3.316819222
5307,4/21/2018 14:00,1118.47,84.33,30.5,3.318966479
5309,4/21/2018 15:00,1152.07,82.75,30.8,3.318637143
5311,4/21/2018 16:00,1233.73,82.08,30.3,3.318497412
5313,4/21/2018 17:00,1360.29,94.81,29.2,3.321144638
5315,4/21/2018 18:00,1476,106.46,27.7,3.323553217
5317,4/21/2018 19:00,1467.18,90.52,26,3.320254327
5319,4/21/2018 20:00,1366.4,80.72,24.3,3.318213642
5321,4/21/2018 21:00,1271.05,76.55,22.9,3.317342393
5323,4/21/2018 22:00,1236.82,75.95,21.9,3.317216889
5325,4/21/2018 23:00,1199.76,75.08,21.2,3.317034845
5327,4/22/2018 0:00,1389.96,110.86,20.7,3.32445943
5329,4/22/2018 1:00,1230.59,66.49,18.5,3.315233308
5331,4/22/2018 2:00,1078.82,79.99,18.1,3.318061247
5333,4/22/2018 3:00,1043.39,76.13,17.5,3.317254544
5335,4/22/2018 4:00,997.3,73.46,16.8,3.316695662
5337,4/22/2018 5:00,1011.82,70.07,16.3,3.315985031
5339,4/22/2018 6:00,1025.42,67.29,16.1,3.315401404
5341,4/22/2018 7:00,1054.01,78.02,16.5,3.317649723
5343,4/22/2018 8:00,1019.81,74.9,17.5,3.316997171
5345,4/22/2018 9:00,981.66,76.18,19,3.317265003
5347,4/22/2018 10:00,920.06,76.63,21,3.317359124
5349,4/22/2018 11:00,885.75,75.54,23.1,3.317131108
5351,4/22/2018 12:00,898.98,67.64,25.1,3.315474925
5353,4/22/2018 13:00,931.57,68.31,26.6,3.315615632
5355,4/22/2018 14:00,1009.32,72.04,27.6,3.316398135
5357,4/22/2018 15:00,1109.9,88.81,27.8,3.319898938
5359,4/22/2018 16:00,1262.05,88.18,27.4,3.319767932
5361,4/22/2018 17:00,1405.18,87.49,26.4,3.319624404
5363,4/22/2018 18:00,1540.05,142.56,25,3.330932993
5365,4/22/2018 19:00,1549.9,96.69,23.5,3.321534224
5367,4/22/2018 20:00,1430.14,77.9,22,3.317624643
5369,4/22/2018 21:00,1318.63,80.27,20.7,3.318119706
5371,4/22/2018 22:00,1283.6,76.26,19.7,3.317281737
5373,4/22/2018 23:00,1261.56,74.73,19.1,3.316961587
5375,4/23/2018 0:00,1430.55,73.53,18.7,3.316710323
5377,4/23/2018 1:00,1286.39,63.58,19.9,3.31462131
5379,4/23/2018 2:00,1153.44,69.51,19.5,3.315867529
5381,4/23/2018 3:00,1084.52,55.66,18.8,3.312951285
5383,4/23/2018 4:00,1071.49,58.19,18.1,3.313485464
5385,4/23/2018 5:00,1071.45,54.29,17.5,3.312661752
5387,4/23/2018 6:00,1136.55,59.32,17.3,3.313723837
5389,4/23/2018 7:00,1244.88,95.97,17.7,3.321385062
5391,4/23/2018 8:00,1286.31,64.46,18.8,3.314806473
5393,4/23/2018 9:00,1291.05,62.8,20.5,3.314457123
5395,4/23/2018 10:00,1298.8,58.84,22.6,3.313622597
5397,4/23/2018 11:00,1305.18,57.56,24.9,3.313352508
5399,4/23/2018 12:00,1312.62,58.05,27.1,3.313455922
5401,4/23/2018 13:00,1359.57,60.13,28.7,3.313894626
5403,4/23/2018 14:00,1416.78,61.95,29.8,3.31427813
5405,4/23/2018 15:00,1532.56,63.69,30,3.31464446
5407,4/23/2018 16:00,1628.25,68.09,29.6,3.315569435
5409,4/23/2018 17:00,1690.85,88.05,28.5,3.319740894
5411,4/23/2018 18:00,1673.3,95.9,27,3.321370558
5413,4/23/2018 19:00,1669.48,99.31,25.3,3.322076575
5415,4/23/2018 20:00,1589.65,92.55,23.7,3.320675844
5417,4/23/2018 21:00,1470.01,135.66,22.3,3.329532114
5419,4/23/2018 22:00,1391.58,145.61,21.3,3.331550785
5421,4/23/2018 23:00,1311.28,91.71,20.6,3.320501473
5423,4/24/2018 0:00,1438.92,106.71,20.1,3.323604757
5425,4/24/2018 1:00,1247.48,71.98,17.8,3.316385559
5427,4/24/2018 2:00,1099.53,68.42,17.3,3.315638728
5429,4/24/2018 3:00,1024.58,44.17,16.7,3.31051701
5431,4/24/2018 4:00,975.15,47.28,16.1,3.311177244
5433,4/24/2018 5:00,988.61,44.65,15.6,3.310618977
5435,4/24/2018 6:00,1104.19,63.66,15.4,3.314638146
5437,4/24/2018 7:00,1257.36,91.88,15.7,3.320536768
5439,4/24/2018 8:00,1340.62,123.74,16.7,3.327101347
5441,4/24/2018 9:00,1375.21,93.61,18.2,3.320895784
5443,4/24/2018 10:00,1433.01,137.05,20.2,3.329814683
5445,4/24/2018 11:00,1457.01,1916.18,22.2,3.592862645
5447,4/24/2018 12:00,1341.76,151.74,24.1,3.332789793
5449,4/24/2018 13:00,1266.83,90.59,25.6,3.320268869
5451,4/24/2018 14:00,1235.66,155.51,26.5,3.333550042
5453,4/24/2018 15:00,1226.22,111.14,26.8,3.324517034
5455,4/24/2018 16:00,1318.79,135.66,26.4,3.329532114
5457,4/24/2018 17:00,1400.48,120.17,25.4,3.326370685
5459,4/24/2018 18:00,1479.99,127.11,24.1,3.327789949
5461,4/24/2018 19:00,1594.77,136.21,22.5,3.329643944
5463,4/24/2018 20:00,1495.67,117.58,21.1,3.325839827
5465,4/24/2018 21:00,1414.55,95.55,19.9,3.321298028
5467,4/24/2018 22:00,1368.59,107.78,19,3.323825279
5469,4/24/2018 23:00,1310.03,119.67,18.3,3.326268253
5471,4/25/2018 0:00,1486.57,127.93,17.9,3.327957337
5473,4/25/2018 1:00,1334.46,105.04,14.6,3.323260353
5475,4/25/2018 2:00,1181.37,104.76,14.2,3.323202582
5477,4/25/2018 3:00,1106.7,88.81,13.7,3.319898938
5479,4/25/2018 4:00,1072.78,87.65,13.2,3.31965769
5481,4/25/2018 5:00,1062.5,88.6,12.8,3.319855274
5483,4/25/2018 6:00,1092.84,81.55,12.6,3.318386847
5485,4/25/2018 7:00,1104.3,82.66,12.9,3.318618376
5487,4/25/2018 8:00,1088.98,74.73,13.7,3.316961587
5489,4/25/2018 9:00,1069.98,84.68,14.9,3.3190394
5491,4/25/2018 10:00,1040.59,91.59,16.5,3.320476557
5493,4/25/2018 11:00,951,81.68,18.2,3.31841397
5495,4/25/2018 12:00,917.34,80.79,19.8,3.318228252
5497,4/25/2018 13:00,946.51,76.54,21.1,3.317340301
5499,4/25/2018 14:00,850.59,68.62,21.8,3.315680719
5501,4/25/2018 15:00,856.51,73.49,22,3.316701945
5503,4/25/2018 16:00,909.25,75.13,21.7,3.317045309
5505,4/25/2018 17:00,1070.56,75.38,20.9,3.317097627
5507,4/25/2018 18:00,1245.39,187.34,19.8,3.339916295
5509,4/25/2018 19:00,1398.57,116.83,18.5,3.325685982
5511,4/25/2018 20:00,1317.64,94.58,17.3,3.321096952
5513,4/25/2018 21:00,1269.04,82.05,16.3,3.318491155
5515,4/25/2018 22:00,1183.11,74.61,15.6,3.316936467
5517,4/25/2018 23:00,1194.43,75.35,15.1,3.317091349
5519,4/26/2018 0:00,1399.25,91.3,14.7,3.320416337
5521,4/26/2018 1:00,1267.41,75.33,14,3.317087164
5523,4/26/2018 2:00,1125.24,76.73,13.6,3.317380037
5525,4/26/2018 3:00,1067.99,70.34,13.2,3.316041673
5527,4/26/2018 4:00,1054.01,73.06,12.7,3.316611872
5529,4/26/2018 5:00,1052.34,69.93,12.3,3.315955659
5531,4/26/2018 6:00,1099.53,76.65,12.1,3.317363306
5533,4/26/2018 7:00,1224.01,114.38,12.4,3.325183042
5535,4/26/2018 8:00,1292.07,104.05,13.1,3.323056056
5537,4/26/2018 9:00,1279.63,101.55,14.3,3.322539727
5539,4/26/2018 10:00,1203.26,87.63,15.9,3.319653529
5541,4/26/2018 11:00,1129.41,84.81,17.5,3.319066482
5543,4/26/2018 12:00,1172.52,4424.42,19.1,3.807833925
5545,4/26/2018 13:00,1108.25,931.31,20.3,3.46706175
5547,4/26/2018 14:00,1101.03,70.44,21,3.316062649
5549,4/26/2018 15:00,1136.34,1689,21.2,3.566908655
5551,4/26/2018 16:00,1203.44,94.89,20.9,3.321161224
5553,4/26/2018 17:00,1325.45,126.67,20.1,3.327700105
5555,4/26/2018 18:00,1478.01,204.73,19,3.343355412
5557,4/26/2018 19:00,1565.42,115.54,17.8,3.325421241
5559,4/26/2018 20:00,1511.74,117.62,16.6,3.32584803
5561,4/26/2018 21:00,1464.55,89.36,15.7,3.320013276
5563,4/26/2018 22:00,1382.49,72.11,15,3.316412807
5565,4/26/2018 23:00,1322.56,79.73,14.5,3.318006957
5567,4/27/2018 0:00,1519.93,94.32,14.2,3.32104304
5569,4/27/2018 1:00,1354.07,78.43,13.2,3.317735402
5571,4/27/2018 2:00,1178.26,70.09,12.9,3.315989227
5573,4/27/2018 3:00,1113.9,68.15,12.4,3.315582034
5575,4/27/2018 4:00,1072.25,66.13,12,3.315157644
5577,4/27/2018 5:00,1091.17,61.92,11.6,3.314271811
5579,4/27/2018 6:00,1124.68,73.12,11.4,3.316624441
5581,4/27/2018 7:00,1240.74,104.47,11.6,3.323142739
5583,4/27/2018 8:00,1268.91,102.93,12.4,3.322824817
5585,4/27/2018 9:00,1284.62,93.6,13.5,3.32089371
5587,4/27/2018 10:00,1208.24,99.71,15,3.322159317
5589,4/27/2018 11:00,1088.51,97.26,16.6,3.321652274
5591,4/27/2018 12:00,1064.3,103.34,18,3.322909481
5593,4/27/2018 13:00,1066.52,105.02,19.2,3.323256226
5595,4/27/2018 14:00,1100.91,93.14,19.9,3.320798277
5597,4/27/2018 15:00,1132.93,93.34,20.1,3.320839772
5599,4/27/2018 16:00,1196.18,93.23,19.7,3.32081695
5601,4/27/2018 17:00,1314.9,109.8,19,3.324241288
5603,4/27/2018 18:00,1438.74,123.21,18,3.326992951
5605,4/27/2018 19:00,1532.85,4798.86,16.8,3.832436098
5607,4/27/2018 20:00,1421.23,93.26,15.7,3.320823175
5609,4/27/2018 21:00,1309.03,69.84,14.8,3.315936776
5611,4/27/2018 22:00,1279.29,70.89,14.1,3.316157031
5613,4/27/2018 23:00,1240.29,83.59,13.7,3.318812264
5615,4/28/2018 0:00,1414.62,96.55,13.4,3.321505224
5617,4/28/2018 1:00,1276.83,90.76,13.3,3.320304183
5619,4/28/2018 2:00,1132.5,68.96,12.9,3.315752094
5621,4/28/2018 3:00,1077.66,56.28,12.5,3.313082251
5623,4/28/2018 4:00,1044.24,59.37,12,3.313734382
5625,4/28/2018 5:00,1054.28,54.73,11.6,3.312754762
5627,4/28/2018 6:00,1073.4,70.08,11.4,3.315987129
5629,4/28/2018 7:00,1137.84,90.03,11.7,3.32015252
5631,4/28/2018 8:00,1142.48,98.77,12.4,3.321964848
5633,4/28/2018 9:00,1124.14,92.86,13.6,3.320740178
5635,4/28/2018 10:00,1043.69,95.26,15,3.321237922
5637,4/28/2018 11:00,987.46,77.31,16.6,3.317501312
5639,4/28/2018 12:00,885.35,71.69,18.1,3.31632477
5641,4/28/2018 13:00,862.85,73.99,19.3,3.316806658
5643,4/28/2018 14:00,903.33,76.64,20,3.317361215
5645,4/28/2018 15:00,957.53,80.43,20.1,3.318153108
5647,4/28/2018 16:00,1022.48,80.53,19.8,3.318173982
5649,4/28/2018 17:00,1131.5,84.11,19.1,3.318920637
5651,4/28/2018 18:00,1310.53,98.4,18,3.321888278
5653,4/28/2018 19:00,1408.74,83.5,16.9,3.318793505
5655,4/28/2018 20:00,1310.18,75.32,15.8,3.317085071
5657,4/28/2018 21:00,1255.94,65.63,14.8,3.315052532
5659,4/28/2018 22:00,1210.2,61.5,14.2,3.314183339
5661,4/28/2018 23:00,1184.37,64.81,13.7,3.314880095
5663,4/29/2018 0:00,1376.88,80.93,13.4,3.318257471
5665,4/29/2018 1:00,1265.12,66.19,15.5,3.315170255
5667,4/29/2018 2:00,1129.38,66.42,15.1,3.315218597
5669,4/29/2018 3:00,1044.64,59.14,14.6,3.313685875
5671,4/29/2018 4:00,988.22,57.01,14,3.313236403
5673,4/29/2018 5:00,963.03,47.5,13.5,3.31122391
5675,4/29/2018 6:00,961.5,41.42,13.3,3.309932365
5677,4/29/2018 7:00,998.95,53.41,13.6,3.312475673
5679,4/29/2018 8:00,987.23,55.61,14.5,3.312940722
5681,4/29/2018 9:00,930.59,62.63,15.8,3.31442133
5683,4/29/2018 10:00,852.56,63.47,17.6,3.314598159
5685,4/29/2018 11:00,764.32,64.07,19.5,3.314724422
5687,4/29/2018 12:00,743.55,60.81,21.2,3.314037953
5689,4/29/2018 13:00,753.59,70.3,22.6,3.316033282
5691,4/29/2018 14:00,760.71,70.67,23.4,3.316110891
5693,4/29/2018 15:00,828.52,67.97,23.6,3.315544234
5695,4/29/2018 16:00,939.62,70.42,23.2,3.316058454
5697,4/29/2018 17:00,1128.76,92.07,22.3,3.320576212
5699,4/29/2018 18:00,1319.7,102.08,21.1,3.32264924
5701,4/29/2018 19:00,1466.92,90.12,19.8,3.320171221
5703,4/29/2018 20:00,1386.19,83.08,18.5,3.318705949
5705,4/29/2018 21:00,1310.07,70.65,17.4,3.316106697
5707,4/29/2018 22:00,1264.6,68.85,16.6,3.315729004
5709,4/29/2018 23:00,1220.27,62.88,16,3.314473965
5711,4/30/2018 0:00,1406.89,69.49,15.7,3.315863332
5713,4/30/2018 1:00,1278.45,65.04,12.3,3.314928468
5715,4/30/2018 2:00,1151.84,62.92,12,3.314482386
5717,4/30/2018 3:00,1066.14,57.95,11.5,3.313434819
5719,4/30/2018 4:00,1041.88,58.07,11.1,3.313460142
5721,4/30/2018 5:00,1054.94,59.98,10.7,3.313863004
5723,4/30/2018 6:00,1106.26,61.69,10.5,3.314223364
5725,4/30/2018 7:00,1209.66,139.85,10.8,3.330383331
5727,4/30/2018 8:00,1335.96,110.94,11.4,3.324475889
5729,4/30/2018 9:00,1322.41,92.25,12.5,3.320613577
5731,4/30/2018 10:00,1199.47,84.59,13.9,3.31902065
5733,4/30/2018 11:00,1084.25,78.63,15.4,3.317777191
5735,4/30/2018 12:00,1050.07,85.24,16.8,3.319156047
5737,4/30/2018 13:00,1084.64,87.85,17.9,3.319699294
5739,4/30/2018 14:00,1103.09,87.42,18.6,3.31960984
5741,4/30/2018 15:00,1166.18,91.98,18.7,3.320557528
5743,4/30/2018 16:00,1234.55,92.18,18.4,3.320599046
5745,4/30/2018 17:00,1384.48,142.55,17.7,3.330930966
5747,4/30/2018 18:00,1491.76,157.84,16.8,3.334019239
5749,4/30/2018 19:00,1593.2,120.96,15.7,3.326532478
5751,4/30/2018 20:00,1494.13,100.36,14.6,3.322293739
5753,4/30/2018 21:00,1399.39,76.78,13.8,3.317390493
5755,4/30/2018 22:00,1357.44,71.83,13.1,3.316354117
5757,4/30/2018 23:00,1264.1,70.82,12.7,3.316142351
5759,5/1/2018 0:00,1466.21,108.12,12.4,3.323895328
5761,5/1/2018 1:00,1286.44,74.88,14.8,3.316992984
5763,5/1/2018 2:00,1136.46,65.42,14.5,3.315008378
5765,5/1/2018 3:00,1042.29,50.93,13.9,3.311950838
5767,5/1/2018 4:00,1003.39,41.65,13.4,3.309981293
5769,5/1/2018 5:00,1017.93,45.63,12.9,3.310827084
5771,5/1/2018 6:00,1076.44,58.18,12.7,3.313483354
5773,5/1/2018 7:00,1188.06,103.97,13,3.323039543
5775,5/1/2018 8:00,1299.02,93.51,13.8,3.32087504
5777,5/1/2018 9:00,1272.5,73.26,15.1,3.316653769
5779,5/1/2018 10:00,1156.01,72.51,16.8,3.316496635
5781,5/1/2018 11:00,1042.84,75.54,18.6,3.317131108
5784,5/1/2018 12:00,1040.05,73.66,20.3,3.31673755
5786,5/1/2018 13:00,1214.46,80.03,21.7,3.318069599
5787,5/1/2018 14:00,1220.62,80.63,22.5,3.318194856
5789,5/1/2018 15:00,1278.56,82.13,22.7,3.318507842
5792,5/1/2018 16:00,1300.53,96.08,22.3,3.321407854
5794,5/1/2018 17:00,1391.06,115.57,21.4,3.3254274
5796,5/1/2018 18:00,1525.5,179.77,20.3,3.338410671
5798,5/1/2018 19:00,1601.43,122.68,18.9,3.326884528
5800,5/1/2018 20:00,1451.23,96.65,17.7,3.321525938
5802,5/1/2018 21:00,1367.54,88.91,16.6,3.319919729
5803,5/1/2018 22:00,1301.22,76.88,15.9,3.317411404
5805,5/1/2018 23:00,1215.16,82.96,15.4,3.31868093
5807,5/2/2018 0:00,1337.07,86.09,15,3.319333041
5808,5/2/2018 2:00,1074.46,48.14,16.2,3.311359639
5810,5/2/2018 1:00,1201.49,59.1,15.8,3.313677439
5813,5/2/2018 3:00,951.92,41.23,15.2,3.309891943
5815,5/2/2018 4:00,900.45,31.84,14.6,3.307889506
5816,5/2/2018 7:00,1141.46,89.76,14.1,3.320096412
5818,5/2/2018 5:00,919.03,45.12,13.8,3.310718796
5820,5/2/2018 6:00,1005.35,55.04,14.1,3.31282028
5823,5/2/2018 8:00,1253.93,70.12,15,3.315995521
5824,5/2/2018 10:00,1086.14,66.76,16.5,3.315290048
5826,5/2/2018 9:00,1221.24,64.53,18.3,3.314821198
5829,5/2/2018 11:00,1055.51,67.18,20.3,3.315378295
5831,5/2/2018 12:00,1028.1,61.89,22.2,3.314265492
5832,5/2/2018 14:00,981.83,68.38,23.7,3.31563033
5834,5/2/2018 13:00,992.59,61.7,24.6,3.314225471
5837,5/2/2018 15:00,1022.45,61.67,24.8,3.314219151
5839,5/2/2018 16:00,1174.08,66.59,24.4,3.315254324
5840,5/2/2018 19:00,1473.82,95.51,23.4,3.321289738
5842,5/2/2018 17:00,1332.91,88.93,22.1,3.319923887
5844,5/2/2018 18:00,1421.74,128.9,20.7,3.328155262
5847,5/2/2018 20:00,1338.35,79,19.3,3.317854489
5850,5/2/2018 21:00,1284.53,68.55,18.2,3.315666023
5852,5/2/2018 22:00,1285.23,50.41,17.3,3.311840711
5853,5/2/2018 23:00,1206.61,51.07,16.7,3.311980482
5855,5/3/2018 0:00,1382.96,57.69,16.4,3.313379947
5858,5/3/2018 1:00,1211.21,56.18,14.7,3.313061131
5860,5/3/2018 2:00,1105.93,57.95,14.3,3.313434819
5861,5/3/2018 3:00,1028.11,33.92,13.8,3.308333867
5863,5/3/2018 4:00,943.49,18.47,13.2,3.305022299
5865,5/3/2018 6:00,1078.73,29.75,12.7,3.30744255
5867,5/3/2018 5:00,960.65,-8.14,12.5,3.29925881
5870,5/3/2018 7:00,1214.46,60.35,12.8,3.313941002
5871,5/3/2018 8:00,1315.52,62.37,13.6,3.314366583
5874,5/3/2018 9:00,1373.33,55.91,14.9,3.313004099
5876,5/3/2018 10:00,1481.75,56.14,16.6,3.313052682
5877,5/3/2018 11:00,1477.41,70.37,18.4,3.316047966
5879,5/3/2018 12:00,1407.68,60.8,20.1,3.314035846
5882,5/3/2018 13:00,1404.65,59.28,21.5,3.313715402
5884,5/3/2018 14:00,1347.34,62.37,22.3,3.314366583
5885,5/3/2018 15:00,1300.37,63.18,22.5,3.314537119
5887,5/3/2018 16:00,1365.42,71.41,22.1,3.316266069
5889,5/3/2018 17:00,1376.32,67.06,21.2,3.315353083
5890,5/3/2018 20:00,1480,66.87,20.1,3.315313162
5892,5/3/2018 18:00,1482.41,95.58,18.7,3.321304245
5894,5/3/2018 19:00,1563.49,69.83,17.5,3.315934677
5897,5/3/2018 21:00,1393.76,62.55,16.5,3.314404485
5898,5/3/2018 23:00,1275.95,55.41,15.7,3.312898465
5900,5/3/2018 22:00,1355.17,52.14,15.2,3.312206986
5903,5/4/2018 0:00,1446.53,63.97,14.8,3.31470338
5905,5/4/2018 1:00,1287.06,44.12,13.2,3.310506387
5906,5/4/2018 3:00,982.23,36.74,12.8,3.308935593
5908,5/4/2018 2:00,1124.07,39.23,12.4,3.309466212
5911,5/4/2018 4:00,921.34,15.02,11.9,3.304279361
5913,5/4/2018 5:00,919.01,18.92,11.4,3.30511911
5914,5/4/2018 8:00,1254.9,64.8,11.2,3.314877992
5916,5/4/2018 6:00,993.56,32.32,11.5,3.307992091
5918,5/4/2018 7:00,1130.31,59.16,12.2,3.313690093
5921,5/4/2018 9:00,1241.67,66.19,13.4,3.315170255
5922,5/4/2018 11:00,943.46,58.86,14.9,3.313626816
5924,5/4/2018 10:00,1101.54,62.24,16.6,3.314339206
5927,5/4/2018 12:00,890.99,55.33,18.1,3.312881561
5929,5/4/2018 13:00,921.2,53.56,19.3,3.312507396
5932,5/4/2018 14:00,945,44.09,20.1,3.310500014
5934,5/4/2018 15:00,919.64,49.13,20.2,3.311569512
5935,5/4/2018 16:00,1055.45,51.43,19.9,3.312056702
5937,5/4/2018 17:00,1179.23,56.99,19.1,3.31323218
5939,5/4/2018 19:00,1498.97,86.32,18,3.319380921
5941,5/4/2018 18:00,1355.8,78.52,16.9,3.317754208
5943,5/4/2018 20:00,1451.11,72.65,15.7,3.316525971
5945,5/4/2018 21:00,1408.99,71.57,14.8,3.316299613
5948,5/4/2018 22:00,1348.38,73.23,14.1,3.316647485
5950,5/4/2018 23:00,1280.41,82.77,13.6,3.318641314
5951,5/5/2018 0:00,1454.74,96.8,13.3,3.321557008
5953,5/5/2018 1:00,1335.7,65.85,13.5,3.315098784
5956,5/5/2018 2:00,1152.15,60,13.2,3.31386722
5958,5/5/2018 3:00,1059.11,55.51,12.7,3.312919594
5959,5/5/2018 4:00,1021.12,57.2,12.1,3.313276516
5961,5/5/2018 5:00,1021.28,55.03,11.7,3.312818166
5963,5/5/2018 7:00,1119.61,74.03,11.5,3.316815034
5965,5/5/2018 6:00,1041.92,62.35,11.8,3.314362371
5967,5/5/2018 8:00,1160.24,81.78,12.5,3.318434832
5969,5/5/2018 9:00,1154.69,80.77,13.7,3.318224078
5971,5/5/2018 10:00,1048.79,68.8,15.3,3.315718508
5972,5/5/2018 12:00,904.67,58.64,17,3.313580407
5974,5/5/2018 11:00,992.11,59.2,18.6,3.31369853
5977,5/5/2018 13:00,831.79,25.62,19.9,3.306557976
5979,5/5/2018 14:00,862.26,31.08,20.6,3.30772703
5980,5/5/2018 16:00,959.52,67.31,20.8,3.315405605
5982,5/5/2018 15:00,873.91,38.88,20.4,3.309391666
5985,5/5/2018 17:00,1109.02,73.73,19.6,3.316752211
5987,5/5/2018 18:00,1309.61,96.23,18.5,3.321438932
5988,5/5/2018 20:00,1411.09,89.06,17.3,3.319950914
5991,5/5/2018 19:00,1468.28,107.53,16.2,3.323773765
5993,5/5/2018 21:00,1368.58,99.59,15.2,3.322134496
5995,5/5/2018 22:00,1328.48,82.29,14.5,3.318541213
5996,5/6/2018 0:00,1474.85,135.52,14,3.329503643
5998,5/5/2018 23:00,1276.6,79.22,13.7,3.317900444
6001,5/6/2018 1:00,1338.44,82.51,13.4,3.318587096
6003,5/6/2018 2:00,1170.17,62.94,13,3.314486597
6004,5/6/2018 4:00,1039.83,63.16,12.5,3.314532909
6006,5/6/2018 3:00,1089.44,68.76,12,3.31571011
6009,5/6/2018 5:00,1034.71,60.68,11.6,3.314010556
6011,5/6/2018 6:00,1034.2,64.27,11.4,3.314766501
6015,5/6/2018 7:00,1078.74,73.88,11.6,3.316783623
6016,5/6/2018 8:00,1085.28,71.47,12.4,3.316278648
6017,5/6/2018 9:00,1039.45,75.83,13.6,3.317191784
6019,5/6/2018 10:00,936.77,72.02,15.2,3.316393943
6022,5/6/2018 11:00,800.41,46.24,16.9,3.31095657
6024,5/6/2018 12:00,725.41,41.37,18.4,3.309921728
6025,5/6/2018 13:00,703.82,26.09,19.7,3.306658733
6027,5/6/2018 14:00,764.74,60.83,20.4,3.314042168
6030,5/6/2018 15:00,811.38,70.42,20.6,3.316058454
6032,5/6/2018 16:00,917.94,68.84,20.3,3.315726904
6033,5/6/2018 17:00,1099.02,81.48,19.5,3.318372242
6035,5/6/2018 18:00,1345.77,123.51,18.4,3.327054311
6039,5/6/2018 19:00,1465.94,98.92,17.1,3.321995886
6040,5/6/2018 20:00,1377.99,77.17,16,3.317472042
6041,5/6/2018 21:00,1279.22,70.44,15,3.316062649
6043,5/6/2018 22:00,1214.76,53.86,14.3,3.312570837
6046,5/6/2018 23:00,1100.11,52.16,13.9,3.312211218
6048,5/7/2018 0:00,1263.13,57.34,13.6,3.31330607
6049,5/7/2018 1:00,1136.83,37.84,14.7,3.309170083
6051,5/7/2018 2:00,1005.22,4.41,14.3,3.301986561
6053,5/7/2018 3:00,925.56,12.9,13.8,3.3038222
6054,5/7/2018 5:00,854.59,17.6,13.2,3.304835069
6056,5/7/2018 4:00,862.08,-8.09,12.7,3.299269712
6059,5/7/2018 6:00,886.71,17.29,12.5,3.304768336
